# 1:now_time 2:interval 3:gx 4:gy 5:gz 6:motor_number 7:output
360306092 843 2.073171 1.646342 -0.426829 0 1.952832
360306913 821 1.524390 -1.524390 -0.426829 0 1.952914
360307737 824 -1.097561 0.121951 -0.060976 0 1.952996
360308588 851 1.402439 2.195122 -0.121951 0 1.953081
360309428 840 1.341463 -0.792683 -0.060976 0 1.953165
360310173 745 0.000000 -0.060976 -0.060976 0 1.953240
360311002 829 2.439024 1.707317 -0.121951 0 1.953323
360311853 851 1.158537 -1.219512 0.060976 0 1.953408
360312662 809 0.426829 0.243902 0.000000 0 1.953489
360313492 830 3.048780 0.609756 -0.182927 0 1.953572
360314324 832 0.365854 -1.768293 -0.060976 0 1.953655
360315163 839 -0.853659 1.402439 0.060976 0 1.953739
360315983 820 2.073171 1.158537 -0.060976 0 1.953821
360316812 829 -0.182927 -1.463415 0.182927 0 1.953904
360317657 845 0.121951 1.707317 0.182927 0 1.953988
360318481 824 2.378049 0.670732 0.000000 0 1.954071
360319303 822 -0.243902 -1.463415 0.121951 0 1.954153
360320145 842 0.792683 1.646342 0.000000 0 1.954237
360320973 828 2.926829 -0.243902 0.243902 0 1.954320
360321794 821 -0.304878 -1.463415 0.487805 0 1.954402
360322622 828 0.609756 1.951220 0.060976 0 1.954485
360323463 841 1.097561 -0.182927 0.000000 0 1.954569
360324295 832 -0.670732 -0.853659 -0.060976 0 1.954652
360325113 818 1.280488 2.256098 -0.182927 0 1.954734
360325954 841 1.402439 -0.365854 0.060976 0 1.954818
360326785 831 -1.524390 -0.609756 0.121951 0 1.954901
360327605 820 1.463415 1.890244 -0.060976 0 1.954983
360328520 915 1.707317 -0.548781 -0.182927 0 1.955075
360329278 758 -0.853659 -0.121951 -0.060976 0 1.955150
360330094 816 2.012195 1.890244 -0.121951 0 1.955232
360330922 828 1.158537 -1.219512 -0.060976 0 1.955315
360331764 842 -0.365854 0.304878 -0.121951 0 1.955399
360332585 821 2.500000 1.646342 -0.365854 0 1.955481
360333417 832 0.487805 -1.524390 -0.304878 0 1.955564
360334258 841 -0.670732 0.731707 -0.365854 0 1.955648
360335086 828 2.195122 1.036585 0.000000 0 1.955731
360335904 818 -0.121951 -1.829268 0.000000 0 1.955813
360336736 832 -0.121951 0.914634 -0.670732 0 1.955896
360337583 847 2.743902 0.731707 -0.670732 0 1.955981
360338624 1041 -0.365854 -1.463415 -0.121951 0 1.956085
360339372 748 0.182927 1.890244 -0.182927 0 1.956160
360340236 864 1.890244 0.731707 -0.121951 0 1.956246
360341004 768 -1.097561 -0.609756 0.182927 0 1.956323
360341813 809 1.646342 2.012195 -0.182927 0 1.956404
360342640 827 2.560976 -0.365854 -0.426829 0 1.956487
360343482 842 -1.341463 -1.097561 -0.182927 0 1.956571
360344312 830 0.792683 2.439024 -0.243902 0 1.956654
360345132 820 1.646342 -0.243902 -0.121951 0 1.956736
360345973 841 -0.670732 -0.609756 0.000000 0 1.956820
360346804 831 1.829268 2.073171 0.121951 0 1.956903
360347634 830 1.951220 -0.853659 0.060976 0 1.956986
360348473 839 0.609756 -0.487805 -0.243902 0 1.957070
360349291 818 2.560976 1.585366 -0.487805 0 1.957152
360350112 821 1.341463 -1.158537 -0.182927 0 1.957234
360350944 832 0.060976 0.121951 -0.121951 0 1.957317
360351783 839 2.804878 0.975610 -0.182927 0 1.957401
360352602 819 0.731707 -2.134146 0.060976 0 1.957483
360353434 832 -0.121951 0.792683 -0.060976 0 1.957566
360354268 834 2.256098 1.463415 -0.182927 0 1.957649
360355106 838 -0.487805 -1.646342 0.182927 0 1.957733
360355924 818 -0.975610 1.524390 0.121951 0 1.957815
360356753 829 2.256098 1.646342 0.121951 0 1.957898
360357598 845 0.487805 -1.097561 0.426829 0 1.957982
360358440 842 -0.060976 1.097561 0.121951 0 1.958067
360359186 746 2.621951 0.609756 -0.121951 0 1.958141
360360036 850 0.914634 -1.646342 0.182927 0 1.958226
360360854 818 0.914634 1.158537 0.121951 0 1.958308
360361683 829 2.012195 -0.304878 0.000000 0 1.958391
360362503 820 -0.609756 -1.707317 0.243902 0 1.958473
360363346 843 1.341463 1.768293 0.365854 0 1.958557
360364181 835 2.256098 -0.426829 0.548781 0 1.958641
360365001 820 -0.975610 -0.914634 0.365854 0 1.958723
360365834 833 1.280488 2.317073 -0.060976 0 1.958806
360366674 840 1.768293 -0.304878 0.182927 0 1.958890
360367498 824 -1.036585 -0.609756 0.243902 0 1.958972
360368392 894 1.768293 1.951220 -0.182927 0 1.959062
360369152 760 1.280488 -1.158537 0.000000 0 1.959138
360369970 818 -1.829268 -0.060976 0.121951 0 1.959220
360370796 826 1.890244 2.317073 -0.121951 0 1.959302
360371638 842 1.341463 -1.463415 0.060976 0 1.959386
360372462 824 -0.426829 -0.426829 0.060976 0 1.959469
360373285 823 1.829268 1.463415 -0.060976 0 1.959551
360374129 844 0.792683 -1.341463 -0.121951 0 1.959635
360374947 818 -0.670732 0.304878 -0.121951 0 1.959717
360375776 829 2.743902 1.463415 -0.121951 0 1.959800
360376606 830 1.158537 -1.829268 0.182927 0 1.959883
360377436 830 -0.365854 0.000000 0.304878 0 1.959966
360378306 870 2.317073 0.914634 -0.060976 0 1.960053
360379051 745 0.000000 -1.463415 -0.121951 0 1.960128
360379887 836 -0.426829 1.158537 -0.243902 0 1.960211
360380721 834 2.256098 1.097561 -0.426829 0 1.960295
360381546 825 0.000000 -1.890244 0.000000 0 1.960377
360382368 822 0.121951 1.036585 -0.121951 0 1.960459
360383213 845 2.256098 1.158537 -0.487805 0 1.960544
360384033 820 0.000000 -0.914634 -0.426829 0 1.960626
360384857 824 0.975610 1.768293 -0.365854 0 1.960708
360385687 830 3.109756 0.304878 -0.487805 0 1.960791
360386518 831 -1.097561 -1.341463 -0.426829 0 1.960874
360387348 830 0.000000 1.585366 -0.365854 0 1.960957
360388343 995 2.134146 -0.731707 0.060976 0 1.961057
360389101 758 -0.731707 -1.036585 0.243902 0 1.961133
360389917 816 1.097561 2.134146 -0.121951 0 1.961214
360390748 831 0.853659 -0.426829 0.121951 0 1.961297
360391590 842 -0.426829 -0.426829 0.243902 0 1.961382
360392418 828 2.621951 1.890244 -0.060976 0 1.961464
360393237 819 1.646342 -1.646342 -0.121951 0 1.961546
360394082 845 -0.670732 -0.609756 -0.060976 0 1.961631
360394908 826 2.378049 1.219512 -0.243902 0 1.961713
360395728 820 0.426829 -1.890244 0.060976 0 1.961795
360396564 836 -1.219512 0.243902 0.243902 0 1.961879
360397397 833 1.524390 2.256098 -0.060976 0 1.961962
360398261 864 0.670732 -1.036585 0.182927 0 1.962049
360399009 748 0.121951 0.182927 0.121951 0 1.962124
360399848 839 3.170732 0.487805 -0.304878 0 1.962207
360400685 837 0.914634 -1.951220 -0.060976 0 1.962291
360401506 821 -0.060976 1.097561 0.304878 0 1.962373
360402326 820 2.317073 1.341463 0.243902 0 1.962455
360403169 843 -0.853659 -1.463415 0.426829 0 1.962540
360404021 852 -1.402439 1.280488 0.365854 0 1.962625
360404776 755 2.134146 1.463415 -0.182927 0 1.962700
360405598 822 -0.304878 -1.280488 0.182927 0 1.962782
360406436 838 0.548781 1.585366 0.304878 0 1.962866
360407270 834 2.865854 0.548781 0.060976 0 1.962950
360408252 982 -0.792683 -1.463415 0.182927 0 1.963048
360409001 749 0.792683 2.134146 -0.121951 0 1.963123
360409828 827 1.585366 -0.182927 -0.060976 0 1.963205
360410656 828 -1.097561 -0.914634 0.243902 0 1.963288
360411484 828 1.707317 1.890244 0.000000 0 1.963371
360412332 848 2.134146 -0.426829 -0.182927 0 1.963456
360413146 814 -1.585366 -0.487805 -0.060976 0 1.963537
360413976 830 1.463415 2.439024 -0.243902 0 1.963620
360414819 843 2.256098 -0.731707 -0.182927 0 1.963704
360415644 825 0.121951 -1.036585 -0.182927 0 1.963787
360416465 821 2.500000 1.402439 -0.121951 0 1.963869
360417310 845 1.341463 -1.097561 0.060976 0 1.963954
360418174 864 -0.609756 0.000000 0.121951 0 1.964040
360418921 747 2.500000 1.890244 -0.243902 0 1.964115
360419762 841 1.036585 -1.341463 0.060976 0 1.964199
360420579 817 -0.548781 -0.060976 -0.060976 0 1.964280
360421420 841 1.524390 1.402439 -0.487805 0 1.964365
360422239 819 0.000000 -1.463415 -0.426829 0 1.964447
360423065 826 0.000000 0.853659 -0.243902 0 1.964529
360423909 844 2.926829 1.463415 -0.304878 0 1.964614
360424736 827 -0.304878 -1.341463 0.000000 0 1.964696
360425557 821 -0.304878 1.585366 -0.243902 0 1.964778
360426402 845 2.865854 1.097561 -0.243902 0 1.964863
360427219 817 0.121951 -1.951220 -0.060976 0 1.964944
360428209 990 0.426829 1.768293 -0.548781 0 1.965044
360428970 761 2.621951 0.365854 -0.365854 0 1.965120
360429783 813 0.000000 -1.402439 -0.121951 0 1.965201
360430612 829 0.792683 1.585366 -0.182927 0 1.965284
360431452 840 1.524390 -0.426829 0.000000 0 1.965368
360432286 834 -0.182927 -1.402439 0.060976 0 1.965451
360433103 817 1.585366 1.463415 -0.304878 0 1.965533
360433935 832 1.402439 -0.975610 -0.304878 0 1.965616
360434778 843 -1.707317 -0.670732 0.182927 0 1.965700
360435601 823 1.829268 1.951220 -0.060976 0 1.965783
360436424 823 1.951220 -1.402439 0.060976 0 1.965865
360437267 843 -0.304878 -0.731707 0.243902 0 1.965949
360438131 864 1.951220 1.646342 0.000000 0 1.966036
360438876 745 1.036585 -0.975610 0.121951 0 1.966110
360439719 843 -0.914634 0.365854 -0.060976 0 1.966195
360440548 829 2.926829 1.463415 -0.243902 0 1.966277
360441385 837 1.768293 -1.341463 -0.243902 0 1.966361
360442201 816 -0.182927 0.487805 -0.243902 0 1.966443
360443031 830 3.048780 1.219512 -0.243902 0 1.966526
360443874 843 1.036585 -1.890244 0.243902 0 1.966610
360444698 824 -0.182927 0.731707 0.000000 0 1.966692
360445520 822 2.743902 1.524390 -0.182927 0 1.966775
360446363 843 0.304878 -1.585366 0.060976 0 1.966859
360447186 823 0.670732 0.914634 -0.121951 0 1.966941
360448289 1103 2.926829 -0.792683 -0.121951 0 1.967052
360449064 775 -0.121951 -1.585366 -0.060976 0 1.967129
360449808 744 1.463415 1.829268 -0.243902 0 1.967203
360450640 832 2.500000 -0.060976 0.121951 0 1.967287
360451468 828 -0.365854 -1.036585 0.182927 0 1.967369
360452310 842 2.073171 1.707317 -0.121951 0 1.967454
360453130 820 2.317073 -0.731707 0.487805 0 1.967536
360453959 829 -0.670732 -0.365854 0.365854 0 1.967618
360454801 842 2.256098 2.012195 -0.121951 0 1.967703
360455627 826 1.951220 -0.792683 0.121951 0 1.967785
360456450 823 -1.280488 0.487805 0.121951 0 1.967868
360457292 842 1.768293 2.012195 0.000000 0 1.967952
360458160 868 1.097561 -1.219512 0.304878 0 1.968039
360458906 746 -0.670732 0.670732 0.182927 0 1.968113
360459747 841 2.134146 1.829268 0.060976 0 1.968197
360460573 826 0.670732 -1.341463 -0.121951 0 1.968280
360461410 837 -0.670732 1.219512 -0.304878 0 1.968364
360462223 813 2.134146 1.646342 -0.243902 0 1.968445
360463053 830 0.304878 -1.585366 0.243902 0 1.968528
360463899 846 0.121951 1.280488 0.060976 0 1.968613
360464721 822 2.195122 1.036585 -0.060976 0 1.968695
360465544 823 -0.487805 -1.585366 0.121951 0 1.968777
360466387 843 0.365854 1.646342 0.000000 0 1.968861
360467214 827 2.439024 0.487805 0.182927 0 1.968944
360468218 1004 0.060976 -0.792683 0.060976 0 1.969044
360468984 766 1.707317 1.951220 -0.365854 0 1.969121
360469793 809 2.073171 -0.731707 0.060976 0 1.969202
360470622 829 -0.609756 -0.792683 -0.121951 0 1.969285
360471457 835 1.585366 1.829268 -0.548781 0 1.969368
360472295 838 1.585366 -1.036585 -0.121951 0 1.969452
360473111 816 -0.853659 0.121951 -0.365854 0 1.969534
360473942 831 1.524390 1.890244 -0.670732 0 1.969617
360474783 841 0.548781 -1.219512 -0.243902 0 1.969701
360475602 819 -1.158537 0.000000 -0.182927 0 1.969783
360476431 829 2.012195 1.585366 -0.060976 0 1.969866
360477274 843 0.304878 -1.341463 0.304878 0 1.969950
360478136 862 -1.524390 0.792683 -0.243902 0 1.970036
360478881 745 1.768293 1.585366 -0.365854 0 1.970111
360479724 843 0.487805 -1.524390 0.121951 0 1.970195
360480550 826 -0.670732 0.914634 -0.121951 0 1.970278
360481383 833 2.560976 1.341463 -0.060976 0 1.970361
360482200 817 0.243902 -1.402439 0.365854 0 1.970443
360483030 830 0.000000 0.853659 0.060976 0 1.970526
360483872 842 3.109756 0.243902 0.000000 0 1.970610
360484688 816 0.792683 -1.890244 0.304878 0 1.970691
360485520 832 1.463415 1.402439 -0.121951 0 1.970775
360486359 839 3.292683 -0.365854 -0.121951 0 1.970858
360487189 830 0.365854 -1.768293 0.060976 0 1.970942
360488009 820 1.280488 1.646342 -0.121951 0 1.971024
360488946 937 1.707317 -0.487805 0.000000 0 1.971117
360489773 827 -1.280488 -0.548781 -0.121951 0 1.971200
360490592 819 2.012195 2.012195 -0.365854 0 1.971282
360491413 821 2.317073 -0.853659 -0.121951 0 1.971364
360492255 842 -0.243902 -0.243902 0.060976 0 1.971448
360493081 826 1.829268 1.829268 0.182927 0 1.971531
360493903 822 0.853659 -1.402439 0.487805 0 1.971613
360494747 844 -0.487805 0.121951 0.060976 0 1.971697
360495578 831 2.378049 1.768293 -0.243902 0 1.971780
360496395 817 1.524390 -1.951220 0.121951 0 1.971862
360497224 829 0.182927 -0.121951 0.182927 0 1.971945
360498121 897 2.500000 1.402439 -0.182927 0 1.972035
360498865 744 0.000000 -1.341463 -0.060976 0 1.972109
360499696 831 -1.341463 1.219512 0.060976 0 1.972192
360500531 835 2.134146 1.646342 -0.121951 0 1.972276
360501366 835 -0.365854 -1.524390 0.060976 0 1.972359
360502192 826 -0.426829 0.914634 -0.182927 0 1.972442
360503016 824 3.109756 0.975610 -0.487805 0 1.972524
360503858 842 0.182927 -1.646342 -0.182927 0 1.972608
360504685 827 0.060976 1.219512 -0.365854 0 1.972691
360505504 819 1.585366 0.853659 -0.243902 0 1.972773
360506333 829 -0.670732 -1.585366 0.060976 0 1.972856
360507169 836 0.792683 0.792683 0.121951 0 1.972939
360507994 825 2.682927 -0.914634 0.060976 0 1.973022
360508929 935 -0.243902 -1.707317 0.243902 0 1.973115
360509772 843 1.280488 1.646342 -0.060976 0 1.973200
360510590 818 1.951220 -0.853659 -0.304878 0 1.973282
360511410 820 -1.158537 -0.731707 -0.182927 0 1.973364
360512253 843 0.853659 2.682927 -0.243902 0 1.973448
360513082 829 0.792683 -0.243902 -0.182927 0 1.973531
360513899 817 -1.219512 -0.060976 0.060976 0 1.973613
360514733 834 2.439024 1.768293 -0.121951 0 1.973696
360515574 841 0.975610 -1.768293 -0.060976 0 1.973780
360516395 821 -0.853659 -0.487805 0.000000 0 1.973862
360517223 828 1.524390 2.073171 -0.182927 0 1.973945
360518104 881 0.914634 -0.975610 0.121951 0 1.974033
360518862 758 0.243902 -0.060976 0.121951 0 1.974109
360519692 830 3.048780 1.585366 -0.487805 0 1.974192
360520509 817 1.036585 -1.341463 -0.243902 0 1.974273
360521349 840 -0.182927 0.792683 0.060976 0 1.974357
360522182 833 2.804878 1.402439 0.000000 0 1.974441
360523002 820 0.670732 -1.585366 0.121951 0 1.974523
360523828 826 0.609756 0.609756 -0.060976 0 1.974605
360524670 842 2.256098 0.609756 -0.060976 0 1.974690
360525494 824 -0.853659 -1.829268 0.182927 0 1.974772
360526320 826 0.000000 1.707317 -0.060976 0 1.974855
360527162 842 2.073171 0.853659 -0.243902 0 1.974939
360528008 846 -1.280488 -0.792683 0.060976 0 1.975023
360528917 909 0.487805 2.073171 -0.121951 0 1.975114
360529663 746 2.256098 0.182927 0.060976 0 1.975189
360530505 842 -0.487805 -1.158537 0.304878 0 1.975273
360531321 816 1.524390 2.012195 0.000000 0 1.975355
360532172 851 1.951220 -0.304878 0.121951 0 1.975440
360532999 827 -0.975610 -0.548781 0.182927 0 1.975523
360533825 826 1.280488 2.195122 -0.060976 0 1.975605
360534643 818 1.829268 -0.060976 0.304878 0 1.975687
360535490 847 -1.402439 0.060976 0.487805 0 1.975772
360536314 824 1.036585 2.500000 0.060976 0 1.975854
360537141 827 1.341463 -0.853659 0.060976 0 1.975937
360537964 823 -0.365854 -0.548781 0.304878 0 1.976019
360538812 848 2.682927 1.341463 0.182927 0 1.976104
360539644 832 1.463415 -1.707317 0.182927 0 1.976187
360540463 819 -0.792683 0.182927 -0.060976 0 1.976269
360541285 822 1.951220 1.707317 -0.182927 0 1.976351
360542127 842 0.000000 -1.219512 0.121951 0 1.976435
360542953 826 -1.158537 0.914634 0.000000 0 1.976518
360543773 820 2.195122 1.280488 -0.060976 0 1.976600
360544618 845 0.609756 -1.585366 0.060976 0 1.976684
360545444 826 0.426829 0.914634 -0.182927 0 1.976767
360546265 821 2.500000 0.548781 0.000000 0 1.976849
360547094 829 -0.487805 -1.280488 0.365854 0 1.976932
360547936 842 0.548781 2.134146 0.060976 0 1.977016
360548929 993 2.865854 0.365854 0.000000 0 1.977116
360549675 746 0.243902 -1.280488 0.243902 0 1.977190
360550524 849 2.439024 1.646342 -0.304878 0 1.977275
360551348 824 2.743902 -0.487805 -0.365854 0 1.977357
360552163 815 -1.280488 -0.853659 -0.304878 0 1.977439
360553006 843 0.914634 2.195122 -0.182927 0 1.977523
360553840 834 1.402439 -0.426829 -0.121951 0 1.977607
360554655 815 -0.853659 -0.182927 -0.304878 0 1.977688
360555483 828 2.134146 2.134146 -0.243902 0 1.977771
360556324 841 1.219512 -1.341463 0.121951 0 1.977855
360557145 821 -0.548781 -0.243902 -0.243902 0 1.977937
360557974 829 2.012195 1.646342 -0.304878 0 1.978020
360558811 837 0.487805 -0.975610 0.060976 0 1.978104
360559630 819 -1.463415 1.158537 -0.060976 0 1.978186
360560448 818 1.768293 2.317073 -0.304878 0 1.978267
360561280 832 -0.182927 -1.097561 -0.182927 0 1.978351
360562109 829 -0.243902 1.158537 -0.304878 0 1.978433
360562950 841 2.987805 1.097561 -0.121951 0 1.978518
360563768 818 0.975610 -2.439024 0.060976 0 1.978599
360564601 833 -0.487805 0.182927 0.000000 0 1.978683
360565440 839 2.500000 1.158537 0.060976 0 1.978767
360566268 828 -0.121951 -1.585366 0.182927 0 1.978849
360567087 819 0.426829 0.975610 -0.243902 0 1.978931
360567931 844 2.987805 0.365854 -0.060976 0 1.979016
360568786 855 -0.182927 -1.707317 0.243902 0 1.979101
360569531 745 0.731707 1.707317 -0.243902 0 1.979176
360570374 843 2.439024 0.487805 -0.182927 0 1.979260
360571199 825 -0.426829 -1.463415 0.000000 0 1.979342
360572019 820 0.731707 1.768293 -0.304878 0 1.979424
360572850 831 1.402439 0.243902 -0.182927 0 1.979508
360573688 838 -1.646342 -0.975610 0.304878 0 1.979591
360574508 820 0.731707 2.195122 0.243902 0 1.979673
360575338 830 1.890244 0.060976 0.243902 0 1.979756
360576175 837 -1.097561 -0.914634 0.182927 0 1.979840
360577010 835 1.646342 1.951220 -0.304878 0 1.979924
360577829 819 1.097561 -1.036585 0.121951 0 1.980006
360578899 1070 -1.036585 -0.548781 0.487805 0 1.980113
360579651 752 1.890244 1.707317 0.243902 0 1.980188
360580472 821 0.121951 -1.280488 0.060976 0 1.980270
360581303 831 -0.853659 0.000000 0.121951 0 1.980353
360582134 831 2.256098 1.768293 0.000000 0 1.980436
360582979 845 1.158537 -1.524390 0.000000 0 1.980520
360583791 812 0.304878 0.060976 0.000000 0 1.980602
360584623 832 2.621951 1.219512 -0.243902 0 1.980685
360585466 843 0.426829 -2.195122 0.000000 0 1.980769
360586291 825 0.000000 0.304878 0.000000 0 1.980852
360587113 822 1.890244 1.402439 -0.365854 0 1.980934
360587955 842 -1.036585 -1.585366 -0.060976 0 1.981018
360588820 865 0.304878 0.548781 -0.060976 0 1.981105
360589626 806 2.134146 0.548781 -0.304878 0 1.981185
360590471 845 -0.853659 -1.585366 -0.121951 0 1.981270
360591314 843 0.731707 1.097561 -0.121951 0 1.981354
360592057 743 2.743902 1.036585 -0.487805 0 1.981428
360592889 832 -0.487805 -1.646342 -0.487805 0 1.981511
360593726 837 0.548781 1.951220 -0.365854 0 1.981595
360594549 823 2.134146 0.975610 -0.365854 0 1.981678
360595378 829 -0.670732 -1.280488 -0.121951 0 1.981760
360596244 866 0.426829 1.280488 0.121951 0 1.981847
360597001 757 2.134146 0.000000 -0.182927 0 1.981923
360597818 817 -0.304878 -1.158537 -0.182927 0 1.982004
360598832 1014 1.890244 1.585366 0.060976 0 1.982106
360599589 757 1.768293 -0.731707 0.304878 0 1.982182
360600408 819 -0.365854 -0.853659 0.000000 0 1.982263
360601234 826 2.012195 2.134146 -0.426829 0 1.982346
360602077 843 0.914634 -0.975610 -0.243902 0 1.982430
360602908 831 -0.426829 -0.426829 -0.182927 0 1.982513
360603725 817 2.682927 1.829268 -0.304878 0 1.982595
360604556 831 0.609756 -1.219512 -0.121951 0 1.982678
360605398 842 -1.036585 0.426829 -0.121951 0 1.982762
360606217 819 2.073171 1.707317 -0.304878 0 1.982844
360607045 828 0.914634 -1.829268 -0.304878 0 1.982927
360607899 854 0.000000 0.426829 -0.182927 0 1.983013
360608754 855 2.926829 1.219512 -0.121951 0 1.983098
360609498 744 0.792683 -1.585366 0.060976 0 1.983172
360610340 842 -0.060976 1.097561 -0.060976 0 1.983257
360611169 829 2.012195 1.280488 0.000000 0 1.983340
360611994 825 0.121951 -1.341463 0.182927 0 1.983422
360612817 823 0.243902 1.341463 0.000000 0 1.983504
360613660 843 2.621951 0.243902 0.000000 0 1.983589
360614487 827 0.000000 -1.524390 0.121951 0 1.983671
360615309 822 1.280488 1.463415 -0.060976 0 1.983753
360616151 842 3.109756 0.121951 -0.060976 0 1.983838
360616998 847 -0.182927 -1.707317 -0.121951 0 1.983922
360617741 743 0.853659 1.341463 -0.121951 0 1.983997
360618591 850 2.743902 -0.304878 0.182927 0 1.984082
360619431 840 0.000000 -1.646342 0.426829 0 1.984166
360620191 760 0.365854 2.134146 0.304878 0 1.984242
360621006 815 1.768293 0.792683 0.182927 0 1.984323
360621846 840 -0.548781 -0.609756 -0.121951 0 1.984407
360622679 833 1.890244 2.195122 -0.304878 0 1.984491
360623508 829 2.378049 -0.121951 -0.243902 0 1.984573
360624323 815 -0.426829 -0.914634 -0.243902 0 1.984655
360625169 846 2.012195 1.585366 -0.243902 0 1.984740
360626006 837 2.073171 -1.097561 -0.060976 0 1.984823
360626816 810 -1.219512 -0.365854 -0.121951 0 1.984904
360627658 842 2.012195 1.951220 -0.243902 0 1.984988
360628518 860 1.463415 -0.914634 -0.121951 0 1.985074
360629264 746 0.060976 0.000000 -0.060976 0 1.985149
360630092 828 2.804878 1.585366 -0.121951 0 1.985232
360630946 854 0.975610 -1.646342 -0.060976 0 1.985317
360631750 804 -1.036585 0.060976 -0.304878 0 1.985398
360632583 833 1.951220 2.073171 -0.243902 0 1.985481
360633423 840 0.670732 -1.341463 -0.182927 0 1.985565
360634256 833 -0.243902 0.426829 -0.365854 0 1.985648
360635075 819 3.292683 1.280488 -0.182927 0 1.985730
360635903 828 0.060976 -1.402439 0.304878 0 1.985813
360636746 843 -0.670732 1.036585 0.000000 0 1.985897
360637564 818 2.378049 0.975610 -0.365854 0 1.985979
360638446 882 0.426829 -1.463415 -0.304878 0 1.986067
360639205 759 0.000000 1.463415 -0.365854 0 1.986143
360640031 826 2.439024 0.609756 -0.060976 0 1.986226
360640851 820 -1.158537 -1.280488 0.426829 0 1.986308
360641681 830 -0.914634 2.134146 0.060976 0 1.986391
360642522 841 1.646342 0.548781 -0.243902 0 1.986475
360643343 821 -0.731707 -1.280488 -0.121951 0 1.986557
360644208 865 1.097561 1.829268 -0.060976 0 1.986643
360644953 745 2.439024 0.426829 -0.121951 0 1.986718
360645796 843 -0.304878 -1.219512 -0.121951 0 1.986802
360646738 942 1.097561 2.012195 0.121951 0 1.986896
360647499 761 1.707317 0.243902 0.182927 0 1.986972
360648602 1103 -0.426829 0.304878 0.121951 0 1.987083
360649349 747 2.500000 2.134146 0.000000 0 1.987157
360650176 827 1.707317 -1.402439 -0.182927 0 1.987240
360651018 842 0.731707 0.060976 -0.121951 0 1.987324
360651835 817 2.926829 1.219512 -0.243902 0 1.987406
360652666 831 0.609756 -1.524390 0.060976 0 1.987489
360653510 844 0.121951 0.548781 0.000000 0 1.987574
360654336 826 3.170732 1.036585 -0.304878 0 1.987656
360655158 822 0.914634 -1.951220 0.243902 0 1.987738
360656000 842 0.914634 0.792683 0.243902 0 1.987823
360656828 828 2.682927 0.975610 -0.182927 0 1.987905
360657648 820 -0.060976 -1.707317 0.000000 0 1.987987
360658502 854 0.731707 1.036585 -0.060976 0 1.988073
360659320 818 2.195122 0.731707 -0.304878 0 1.988155
360660177 857 -1.158537 -1.097561 0.060976 0 1.988240
360660925 748 -0.182927 1.829268 0.121951 0 1.988315
360661754 829 2.134146 1.036585 -0.304878 0 1.988398
360662604 850 -1.158537 -1.280488 -0.182927 0 1.988483
360663422 818 0.609756 1.585366 -0.182927 0 1.988565
360664241 819 2.317073 0.304878 -0.426829 0 1.988647
360665085 844 0.000000 -1.585366 -0.182927 0 1.988731
360665914 829 1.951220 1.585366 0.000000 0 1.988814
360666733 819 2.317073 -0.121951 -0.243902 0 1.988896
360667577 844 0.000000 -1.219512 -0.182927 0 1.988980
360668599 1022 2.439024 1.829268 -0.365854 0 1.989082
360669346 747 1.585366 -1.036585 -0.487805 0 1.989157
360670174 828 -0.670732 -0.365854 -0.304878 0 1.989240
360671016 842 2.500000 1.829268 -0.243902 0 1.989324
360671833 817 1.463415 -1.707317 -0.121951 0 1.989406
360672663 830 -0.792683 -0.182927 0.000000 0 1.989489
360673513 850 2.256098 1.768293 -0.121951 0 1.989574
360674337 824 0.853659 -1.585366 0.121951 0 1.989656
360675154 817 0.304878 0.121951 0.121951 0 1.989738
360676000 846 2.439024 1.036585 0.121951 0 1.989823
360676827 827 -0.609756 -1.646342 0.243902 0 1.989905
360677654 827 -0.731707 1.097561 0.000000 0 1.989988
360678506 852 1.951220 0.975610 -0.182927 0 1.990073
360679323 817 -0.548781 -1.524390 0.121951 0 1.990155
360680156 833 -0.182927 1.646342 0.060976 0 1.990238
360680978 822 1.951220 0.731707 0.060976 0 1.990320
360681805 827 -0.487805 -1.158537 0.304878 0 1.990403
360682648 843 0.121951 1.890244 0.182927 0 1.990487
360683477 829 1.951220 -0.060976 0.243902 0 1.990570
360684294 817 -0.609756 -1.768293 0.548781 0 1.990652
360685140 846 0.609756 1.524390 0.365854 0 1.990737
360685961 821 1.768293 -0.243902 0.182927 0 1.990819
360686785 824 -1.402439 -0.243902 0.121951 0 1.990901
360687628 843 1.219512 2.621951 -0.121951 0 1.990985
360688470 842 1.463415 -0.914634 0.060976 0 1.991070
360689290 820 -0.548781 -1.097561 0.182927 0 1.991152
360690106 816 1.829268 1.646342 0.060976 0 1.991233
360690946 840 1.463415 -1.219512 0.060976 0 1.991317
360691777 831 -1.524390 -0.121951 0.304878 0 1.991400
360692605 828 1.524390 1.890244 0.182927 0 1.991483
360693425 820 0.731707 -1.707317 0.304878 0 1.991565
360694268 843 -0.243902 -0.121951 -0.060976 0 1.991649
360695098 830 2.317073 1.707317 -0.304878 0 1.991732
360695915 817 0.304878 -1.341463 0.060976 0 1.991814
360696760 845 -0.670732 0.792683 0.365854 0 1.991899
360697609 849 2.012195 1.829268 0.304878 0 1.991984
360698505 896 0.000000 -1.463415 0.000000 0 1.992073
360699253 748 0.304878 0.975610 -0.243902 0 1.992148
360700108 855 2.926829 1.280488 -0.304878 0 1.992233
360700864 756 -0.609756 -1.585366 -0.182927 0 1.992309
