#時刻 刻み幅 roll pitch yaw gx gy gz ax ay az mx my mz
3490812225 2000 0.266591 1.528318 173.953659 1.707317 0.121951 -0.304878 -0.007812 0.001465 1.026855 0.000000 0.000000 0.000000
3490814225 2000 0.267088 1.528737 173.953049 0.548781 0.000000 -0.121951 -0.008301 0.006348 1.027344 0.000000 0.000000 0.000000
3490816225 2000 0.266376 1.529945 173.953156 0.914634 -0.243902 0.243902 -0.001953 0.006836 1.024414 0.000000 0.000000 0.000000
3490818225 2000 0.266714 1.529947 173.952545 1.097561 0.000000 -0.121951 -0.006836 -0.007324 1.022949 0.000000 0.000000 0.000000
3490820225 2000 0.266426 1.529236 173.951553 0.792683 0.060976 -0.304878 0.000000 -0.008301 1.031250 0.000000 0.000000 0.000000
3490822225 2000 0.267201 1.529749 173.950363 0.975610 0.426829 -0.426829 -0.002930 -0.000488 1.020508 0.000000 0.000000 0.000000
3490824225 2000 0.266393 1.528798 173.949127 0.243902 -0.121951 -0.426829 0.001465 -0.000488 1.043457 0.000000 0.000000 0.000000
3490826225 2000 0.267779 1.529058 173.948151 1.036585 0.304878 -0.304878 -0.010742 -0.003906 1.025879 0.000000 0.000000 0.000000
3490828225 2000 0.268287 1.528870 173.948059 0.914634 0.365854 0.121951 -0.001953 -0.005859 1.042480 0.000000 0.000000 0.000000
3490830225 2000 0.267665 1.530323 173.946823 1.036585 -0.243902 -0.426829 -0.002441 0.006836 1.015625 0.000000 0.000000 0.000000
3490832225 2000 0.268793 1.529630 173.946350 0.182927 0.426829 -0.060976 -0.006348 0.002930 1.026855 0.000000 0.000000 0.000000
3490834225 2000 0.268193 1.530671 173.945251 1.402439 -0.121951 -0.365854 -0.000488 -0.003418 1.018066 0.000000 0.000000 0.000000
3490836225 2000 0.269135 1.530667 173.944519 0.609756 0.304878 -0.182927 -0.006836 0.001465 1.027832 0.000000 0.000000 0.000000
3490838225 2000 0.267292 1.530531 173.943649 0.731707 -0.365854 -0.243902 0.006348 -0.001953 1.037598 0.000000 0.000000 0.000000
3490840225 2000 0.267432 1.532207 173.942535 1.585366 -0.182927 -0.365854 -0.008301 -0.000977 1.030273 0.000000 0.000000 0.000000
3490842225 2000 0.268917 1.530686 173.942078 0.121951 0.792683 -0.060976 -0.002930 -0.003418 1.018555 0.000000 0.000000 0.000000
3490844225 2000 0.268326 1.530514 173.940964 1.036585 -0.304878 -0.365854 -0.003906 -0.007812 1.031250 0.000000 0.000000 0.000000
3490846225 2000 0.267413 1.529485 173.940445 0.365854 -0.487805 -0.060976 -0.004395 -0.003418 1.020996 0.000000 0.000000 0.000000
3490848225 2000 0.268393 1.529389 173.939621 0.670732 0.670732 -0.243902 -0.000488 -0.000488 1.027832 0.000000 0.000000 0.000000
3490850225 2000 0.268793 1.529143 173.938644 0.975610 0.243902 -0.304878 -0.002930 -0.007324 1.018066 0.000000 0.000000 0.000000
3490852225 2000 0.269196 1.529105 173.937653 0.914634 -0.182927 -0.304878 -0.010742 -0.004395 1.028809 0.000000 0.000000 0.000000
3490854225 2000 0.270505 1.527981 173.937317 0.609756 0.548781 0.000000 -0.005859 -0.008789 1.032715 0.000000 0.000000 0.000000
3490856225 2000 0.269282 1.528234 173.937042 1.219512 -0.365854 0.060976 0.000488 -0.007324 1.026367 0.000000 0.000000 0.000000
3490858225 2000 0.270252 1.527699 173.936096 0.365854 0.609756 -0.304878 -0.001465 0.000977 1.000000 0.000000 0.000000 0.000000
3490860225 2000 0.270242 1.529475 173.934982 1.524390 -0.121951 -0.365854 -0.005859 0.000977 1.025391 0.000000 0.000000 0.000000
3490862225 2000 0.269917 1.527662 173.934128 0.000000 0.182927 -0.243902 0.002441 -0.003906 1.024902 0.000000 0.000000 0.000000
3490864225 2000 0.270287 1.526222 173.933533 0.426829 0.182927 -0.121951 -0.003906 -0.008301 1.026855 0.000000 0.000000 0.000000
3490866225 2000 0.270928 1.526910 173.932922 0.975610 0.121951 -0.121951 -0.007324 0.000977 1.006348 0.000000 0.000000 0.000000
3490868225 2000 0.272379 1.526126 173.931473 0.670732 0.609756 -0.548781 -0.005859 -0.006836 1.041504 0.000000 0.000000 0.000000
3490870225 2000 0.272281 1.526904 173.930618 1.158537 0.000000 -0.243902 -0.002930 -0.001465 1.019043 0.000000 0.000000 0.000000
3490872225 2000 0.271927 1.526936 173.929626 0.975610 -0.182927 -0.304878 -0.003906 -0.004883 1.022461 0.000000 0.000000 0.000000
3490874225 2000 0.271757 1.528997 173.928406 2.073171 0.121951 -0.426829 0.000000 -0.006348 1.020020 0.000000 0.000000 0.000000
3490876225 2000 0.271721 1.527591 173.928391 -0.121951 -0.304878 0.182927 -0.009277 0.001953 1.031250 0.000000 0.000000 0.000000
3490878225 2000 0.271605 1.529637 173.927185 1.524390 0.365854 -0.426829 0.003906 0.003418 1.021973 0.000000 0.000000 0.000000
3490880225 2000 0.272238 1.529066 173.926193 0.243902 -0.121951 -0.304878 -0.011719 0.002930 1.024414 0.000000 0.000000 0.000000
3490882225 2000 0.272469 1.529530 173.925720 0.731707 0.060976 -0.060976 -0.004883 0.003418 1.019043 0.000000 0.000000 0.000000
3490884225 2000 0.272288 1.529831 173.925217 0.975610 -0.060976 -0.060976 -0.003418 -0.002441 1.031250 0.000000 0.000000 0.000000
3490886225 2000 0.271592 1.532169 173.923874 1.646342 -0.060976 -0.487805 0.001465 0.003906 1.024902 0.000000 0.000000 0.000000
3490888225 2000 0.271900 1.532068 173.923508 0.182927 0.182927 0.000000 -0.003418 0.008301 1.024414 0.000000 0.000000 0.000000
3490890225 2000 0.271679 1.534814 173.922775 2.012195 -0.060976 -0.182927 -0.002930 0.000977 1.011230 0.000000 0.000000 0.000000
3490892225 2000 0.272366 1.534344 173.921936 0.731707 0.365854 -0.243902 -0.003418 -0.004883 1.024414 0.000000 0.000000 0.000000
3490894225 2000 0.271887 1.534224 173.921066 0.609756 0.000000 -0.243902 0.000488 0.000488 1.032227 0.000000 0.000000 0.000000
3490896225 2000 0.271621 1.535814 173.920364 1.463415 0.243902 -0.182927 0.002930 0.000488 1.017090 0.000000 0.000000 0.000000
3490898225 2000 0.270070 1.535864 173.919235 0.426829 -0.243902 -0.365854 0.005859 0.005371 1.027344 0.000000 0.000000 0.000000
3490900225 2000 0.271199 1.535230 173.918533 0.487805 0.426829 -0.182927 -0.006348 -0.001953 1.027832 0.000000 0.000000 0.000000
3490902225 2000 0.270898 1.534248 173.917923 0.365854 0.304878 -0.121951 0.004395 -0.002930 1.036133 0.000000 0.000000 0.000000
3490904225 2000 0.271789 1.535888 173.916458 1.707317 0.000000 -0.548781 -0.011719 -0.003418 1.024902 0.000000 0.000000 0.000000
3490906225 2000 0.270952 1.537216 173.915344 1.280488 -0.182927 -0.365854 0.000488 0.001465 1.015625 0.000000 0.000000 0.000000
3490908225 2000 0.271605 1.535066 173.914612 0.000000 0.000000 -0.182927 -0.009766 -0.006836 1.027344 0.000000 0.000000 0.000000
3490910225 2000 0.271661 1.534541 173.913498 0.731707 0.182927 -0.365854 -0.000977 -0.005371 1.025391 0.000000 0.000000 0.000000
3490912225 2000 0.271478 1.533569 173.912781 0.182927 0.121951 -0.182927 0.000000 0.000488 1.032227 0.000000 0.000000 0.000000
3490914225 2000 0.272563 1.533914 173.912308 0.975610 0.487805 -0.060976 -0.004883 -0.001953 1.020508 0.000000 0.000000 0.000000
3490916225 2000 0.272276 1.531010 173.911942 -0.060976 0.182927 0.000000 0.001953 -0.012695 1.030762 0.000000 0.000000 0.000000
3490918225 2000 0.272218 1.533739 173.910965 1.951220 -0.060976 -0.304878 -0.004395 0.001953 1.027344 0.000000 0.000000 0.000000
3490920225 2000 0.272821 1.533096 173.910599 0.182927 0.060976 0.000000 -0.008301 0.003418 1.023926 0.000000 0.000000 0.000000
3490922225 2000 0.274175 1.535180 173.909622 1.524390 0.060976 -0.304878 -0.015137 0.003906 1.037598 0.000000 0.000000 0.000000
3490924225 2000 0.274321 1.533071 173.909012 0.609756 0.182927 -0.121951 -0.001953 -0.017578 1.028320 0.000000 0.000000 0.000000
3490926225 2000 0.274954 1.533128 173.907806 0.670732 0.365854 -0.426829 -0.002930 0.000977 1.033203 0.000000 0.000000 0.000000
3490928225 2000 0.274850 1.533258 173.907440 0.487805 0.060976 0.000000 -0.001953 0.004883 1.021484 0.000000 0.000000 0.000000
3490930225 2000 0.275375 1.534322 173.906815 1.280488 -0.060976 -0.121951 -0.009766 -0.000977 1.022461 0.000000 0.000000 0.000000
3490932225 2000 0.274843 1.534562 173.906082 0.548781 -0.182927 -0.182927 -0.002441 0.004883 1.034180 0.000000 0.000000 0.000000
3490934225 2000 0.273523 1.534037 173.905075 0.731707 -0.365854 -0.304878 0.001465 -0.005371 1.022461 0.000000 0.000000 0.000000
3490936225 2000 0.273840 1.534053 173.903748 0.731707 0.365854 -0.487805 0.000000 -0.000488 1.007812 0.000000 0.000000 0.000000
3490938225 2000 0.273920 1.534807 173.903290 0.670732 0.365854 -0.060976 0.001953 0.007324 1.034180 0.000000 0.000000 0.000000
3490940225 2000 0.273644 1.536135 173.902298 0.792683 -0.060976 -0.304878 -0.002441 0.010254 1.021973 0.000000 0.000000 0.000000
3490942225 2000 0.271846 1.535610 173.901688 0.731707 -0.060976 -0.121951 0.011230 -0.005371 1.025391 0.000000 0.000000 0.000000
3490944225 2000 0.271421 1.537518 173.900330 1.707317 -0.060976 -0.487805 -0.000977 -0.000977 1.037109 0.000000 0.000000 0.000000
3490946225 2000 0.271806 1.535024 173.899841 -0.548781 0.060976 -0.060976 -0.006348 0.000000 1.033203 0.000000 0.000000 0.000000
3490948225 2000 0.271587 1.536329 173.899460 1.646342 -0.243902 0.000000 -0.006348 -0.005371 1.020996 0.000000 0.000000 0.000000
3490950225 2000 0.271741 1.535607 173.898361 0.792683 0.365854 -0.365854 0.001465 -0.008301 1.034180 0.000000 0.000000 0.000000
3490952225 2000 0.271601 1.534812 173.897858 0.487805 -0.365854 -0.060976 -0.009277 -0.003418 1.026855 0.000000 0.000000 0.000000
3490954225 2000 0.272021 1.536217 173.897400 1.158537 0.426829 -0.060976 0.000000 0.004395 1.037109 0.000000 0.000000 0.000000
3490956225 2000 0.271975 1.536650 173.896057 1.158537 0.182927 -0.487805 0.000000 -0.004395 1.028320 0.000000 0.000000 0.000000
3490958225 2000 0.272559 1.536716 173.895065 0.975610 0.121951 -0.304878 -0.006836 -0.004395 1.019043 0.000000 0.000000 0.000000
3490960225 2000 0.272179 1.535913 173.894684 0.731707 -0.243902 0.000000 -0.004883 -0.007812 1.014160 0.000000 0.000000 0.000000
3490962225 2000 0.273091 1.536331 173.894089 1.280488 0.243902 -0.121951 -0.007812 -0.006836 1.036133 0.000000 0.000000 0.000000
3490964225 2000 0.271730 1.536067 173.893692 0.914634 -0.487805 0.000000 -0.000488 -0.006348 1.030273 0.000000 0.000000 0.000000
3490966225 2000 0.271726 1.537585 173.893555 1.402439 -0.182927 0.121951 -0.007324 0.000977 1.032227 0.000000 0.000000 0.000000
3490968225 2000 0.272837 1.539196 173.893097 1.341463 0.365854 -0.060976 -0.007324 0.002930 1.021484 0.000000 0.000000 0.000000
3490970225 2000 0.272691 1.539090 173.892593 0.487805 -0.121951 -0.060976 -0.004883 0.002930 1.038574 0.000000 0.000000 0.000000
3490972225 2000 0.273142 1.539738 173.892227 1.158537 0.121951 0.000000 -0.005859 -0.002441 1.027832 0.000000 0.000000 0.000000
3490974225 2000 0.273605 1.539024 173.891663 0.182927 0.609756 -0.121951 0.002930 0.002930 1.030762 0.000000 0.000000 0.000000
3490976225 2000 0.272893 1.542035 173.890305 1.829268 -0.121951 -0.487805 0.000488 0.006836 1.021973 0.000000 0.000000 0.000000
3490978225 2000 0.274276 1.541448 173.889206 0.304878 0.182927 -0.365854 -0.013184 0.001953 1.040527 0.000000 0.000000 0.000000
3490980225 2000 0.272770 1.541802 173.888214 0.853659 -0.243902 -0.304878 0.005371 0.000488 1.024902 0.000000 0.000000 0.000000
3490982225 2000 0.272544 1.541249 173.886978 0.670732 0.121951 -0.426829 0.000488 -0.004395 1.022949 0.000000 0.000000 0.000000
3490984225 2000 0.272756 1.540864 173.886246 0.670732 0.000000 -0.182927 -0.005859 -0.002930 1.037109 0.000000 0.000000 0.000000
3490986225 2000 0.273242 1.541547 173.885803 0.853659 0.487805 -0.060976 0.000488 0.003418 1.021973 0.000000 0.000000 0.000000
3490988225 2000 0.273426 1.543307 173.884552 1.585366 -0.182927 -0.426829 -0.008789 0.000000 1.031250 0.000000 0.000000 0.000000
3490990225 2000 0.273725 1.541345 173.883835 -0.060976 0.121951 -0.182927 -0.004395 -0.003906 1.026367 0.000000 0.000000 0.000000
3490992225 2000 0.272692 1.542114 173.882812 1.463415 -0.304878 -0.304878 0.000000 -0.006836 1.035156 0.000000 0.000000 0.000000
3490994225 2000 0.271994 1.541564 173.881592 0.670732 -0.060976 -0.426829 0.001465 -0.004395 1.035645 0.000000 0.000000 0.000000
3490996225 2000 0.270706 1.543197 173.880585 1.280488 -0.487805 -0.304878 -0.000977 0.004395 1.034180 0.000000 0.000000 0.000000
3490998225 2000 0.271455 1.542956 173.879990 0.853659 0.426829 -0.121951 -0.002930 -0.004883 1.024902 0.000000 0.000000 0.000000
3491000225 2000 0.269891 1.542520 173.878754 1.219512 -0.304878 -0.426829 0.004883 -0.013184 1.020996 0.000000 0.000000 0.000000
3491002225 2000 0.270055 1.541983 173.878525 0.487805 0.548781 0.060976 0.004395 -0.000977 1.000977 0.000000 0.000000 0.000000
3491004225 2000 0.269887 1.542080 173.877899 1.158537 -0.060976 -0.121951 -0.003418 -0.007324 1.019043 0.000000 0.000000 0.000000
3491006225 2000 0.270584 1.542987 173.876343 1.402439 0.548781 -0.609756 0.000000 -0.004395 1.026855 0.000000 0.000000 0.000000
3491008225 2000 0.270420 1.542502 173.875443 0.975610 -0.548781 -0.243902 -0.012207 -0.009277 1.022461 0.000000 0.000000 0.000000
3491010225 2000 0.270934 1.542708 173.875107 0.914634 0.365854 0.000000 -0.001953 -0.001953 1.018066 0.000000 0.000000 0.000000
3491012225 2000 0.270804 1.542184 173.874725 0.548781 -0.060976 0.000000 -0.003906 -0.001953 1.038086 0.000000 0.000000 0.000000
3491014225 2000 0.270527 1.541752 173.873993 0.731707 0.182927 -0.182927 0.001953 -0.004395 1.017090 0.000000 0.000000 0.000000
3491016225 2000 0.270531 1.541483 173.873474 1.158537 -0.426829 -0.060976 -0.011719 -0.010742 1.032227 0.000000 0.000000 0.000000
3491018225 2000 0.270622 1.542152 173.872772 1.280488 0.365854 -0.182927 0.001953 -0.004395 1.024902 0.000000 0.000000 0.000000
3491020225 2000 0.270219 1.542166 173.872269 0.548781 0.121951 -0.060976 0.001953 0.002930 1.030273 0.000000 0.000000 0.000000
3491022225 2000 0.270069 1.541768 173.871552 0.853659 0.243902 -0.182927 0.001953 -0.006348 1.032715 0.000000 0.000000 0.000000
3491024225 2000 0.269984 1.540044 173.871307 0.487805 0.121951 0.060976 -0.000977 -0.011719 1.025391 0.000000 0.000000 0.000000
3491026225 2000 0.270334 1.541256 173.870575 1.524390 0.060976 -0.182927 -0.005859 -0.003906 1.020020 0.000000 0.000000 0.000000
3491028225 2000 0.271259 1.540929 173.870224 0.243902 0.304878 0.000000 -0.006836 0.005371 1.032715 0.000000 0.000000 0.000000
3491030225 2000 0.271392 1.542998 173.868988 1.951220 0.060976 -0.426829 -0.003906 -0.003906 1.044434 0.000000 0.000000 0.000000
