#時刻 刻み幅 roll pitch yaw gx gy gz ax ay az mx my mz
3491600347 2000 0.261815 1.532831 173.651825 0.975610 0.182927 -0.182927 -0.001953 -0.005859 1.037598 0.000000 0.000000 0.000000
3491602347 2000 0.261815 1.531856 173.650955 0.853659 -0.121951 -0.243902 -0.005859 -0.011719 1.026855 0.000000 0.000000 0.000000
3491604347 2000 0.261283 1.532001 173.650330 0.792683 -0.060976 -0.121951 0.000000 -0.000488 1.022461 0.000000 0.000000 0.000000
3491606347 2000 0.260435 1.532160 173.649597 0.853659 -0.060976 -0.182927 0.002930 -0.001465 1.036621 0.000000 0.000000 0.000000
3491608347 2000 0.260704 1.531698 173.649719 0.487805 0.000000 0.243902 -0.006348 -0.000488 1.032715 0.000000 0.000000 0.000000
3491610347 2000 0.260503 1.532246 173.648361 0.914634 -0.121951 -0.487805 -0.003906 0.000977 1.026855 0.000000 0.000000 0.000000
3491612347 2000 0.259804 1.532262 173.647888 0.914634 0.121951 -0.060976 0.004883 -0.003906 1.040039 0.000000 0.000000 0.000000
3491614347 2000 0.260327 1.531600 173.647278 0.792683 0.060976 -0.121951 -0.007324 -0.007812 1.028320 0.000000 0.000000 0.000000
3491616347 2000 0.259427 1.531994 173.646652 0.670732 0.000000 -0.121951 0.004395 0.003906 1.011230 0.000000 0.000000 0.000000
3491618347 2000 0.259170 1.532380 173.645569 0.914634 0.121951 -0.365854 0.000977 -0.000488 1.027832 0.000000 0.000000 0.000000
3491620347 2000 0.258906 1.532243 173.645203 0.731707 -0.060976 0.000000 -0.002441 -0.001953 1.030762 0.000000 0.000000 0.000000
3491622347 2000 0.258926 1.532738 173.644699 0.914634 0.000000 -0.060976 -0.003906 0.000488 1.033203 0.000000 0.000000 0.000000
3491624347 2000 0.258745 1.532721 173.644333 0.792683 0.060976 0.000000 -0.000977 -0.001953 1.023438 0.000000 0.000000 0.000000
3491626347 2000 0.258420 1.531368 173.643845 0.609756 0.121951 -0.060976 0.001465 -0.010742 1.026855 0.000000 0.000000 0.000000
3491628347 2000 0.257918 1.531425 173.642868 1.158537 0.000000 -0.304878 0.000977 -0.007812 1.012695 0.000000 0.000000 0.000000
3491630347 2000 0.258420 1.530946 173.641891 0.914634 0.121951 -0.304878 -0.005859 -0.008301 1.020020 0.000000 0.000000 0.000000
3491632347 2000 0.258872 1.530784 173.641663 0.853659 0.243902 0.060976 -0.003418 -0.004395 1.023438 0.000000 0.000000 0.000000
3491634347 2000 0.258523 1.529752 173.641037 0.853659 0.000000 -0.121951 -0.000488 -0.012207 1.019531 0.000000 0.000000 0.000000
3491636347 2000 0.258371 1.529983 173.640656 0.914634 -0.060976 0.000000 -0.003418 -0.001953 1.018066 0.000000 0.000000 0.000000
3491638347 2000 0.259198 1.529840 173.640427 0.914634 0.243902 0.060976 -0.006836 -0.005371 1.029297 0.000000 0.000000 0.000000
3491640347 2000 0.259587 1.529891 173.638962 0.853659 0.060976 -0.548781 -0.005859 -0.002441 1.022461 0.000000 0.000000 0.000000
3491642347 2000 0.259096 1.528737 173.638107 0.731707 0.060976 -0.243902 0.001953 -0.011230 1.031250 0.000000 0.000000 0.000000
3491644347 2000 0.259319 1.529359 173.636765 0.975610 0.304878 -0.487805 0.000000 0.000488 1.021973 0.000000 0.000000 0.000000
3491646347 2000 0.259455 1.528193 173.636276 0.731707 0.000000 -0.060976 -0.004883 -0.011230 1.017090 0.000000 0.000000 0.000000
3491648347 2000 0.258903 1.527728 173.636017 0.670732 -0.121951 0.060976 -0.000977 -0.003906 1.033203 0.000000 0.000000 0.000000
3491650347 2000 0.259061 1.527400 173.635040 1.036585 0.060976 -0.304878 -0.003906 -0.009277 1.029297 0.000000 0.000000 0.000000
3491652347 2000 0.259631 1.527851 173.634460 0.914634 0.487805 -0.121951 0.000000 0.000000 1.035156 0.000000 0.000000 0.000000
3491654347 2000 0.259299 1.528543 173.633102 1.036585 0.000000 -0.487805 -0.000488 0.000000 1.019531 0.000000 0.000000 0.000000
3491656347 2000 0.259083 1.528816 173.632507 0.853659 0.121951 -0.121951 0.000488 -0.000488 1.025879 0.000000 0.000000 0.000000
3491658347 2000 0.258957 1.528602 173.632141 0.853659 0.060976 0.000000 -0.001465 -0.004883 1.019043 0.000000 0.000000 0.000000
3491660347 2000 0.259436 1.528347 173.631393 0.914634 0.060976 -0.182927 -0.006836 -0.006348 1.020508 0.000000 0.000000 0.000000
3491662347 2000 0.258804 1.528959 173.630661 0.914634 -0.060976 -0.182927 0.000977 0.001465 1.024902 0.000000 0.000000 0.000000
3491664347 2000 0.259312 1.528702 173.629944 0.914634 0.182927 -0.182927 -0.004883 -0.006348 1.019043 0.000000 0.000000 0.000000
3491666347 2000 0.259774 1.528243 173.629440 0.731707 0.000000 -0.060976 -0.007812 -0.004883 1.016602 0.000000 0.000000 0.000000
3491668347 2000 0.259566 1.527892 173.628571 0.731707 -0.121951 -0.243902 -0.003906 -0.003906 1.017090 0.000000 0.000000 0.000000
3491670347 2000 0.258672 1.527814 173.627594 0.731707 -0.060976 -0.304878 0.003418 -0.001465 1.028320 0.000000 0.000000 0.000000
3491672347 2000 0.258638 1.527401 173.627090 0.670732 -0.243902 -0.060976 -0.007812 -0.003418 1.029297 0.000000 0.000000 0.000000
3491674347 2000 0.257788 1.528611 173.626953 0.914634 0.000000 0.121951 0.003906 0.006836 1.024902 0.000000 0.000000 0.000000
3491676347 2000 0.256767 1.528193 173.625732 0.914634 -0.182927 -0.426829 0.002441 -0.007812 1.023926 0.000000 0.000000 0.000000
3491678347 2000 0.257631 1.527247 173.625000 0.487805 0.304878 -0.182927 -0.005859 -0.004883 1.019043 0.000000 0.000000 0.000000
3491680347 2000 0.258695 1.528198 173.623672 1.219512 0.182927 -0.487805 -0.009766 -0.000977 1.023926 0.000000 0.000000 0.000000
3491682347 2000 0.258327 1.528579 173.622681 0.853659 -0.121951 -0.304878 -0.002441 0.000488 1.025879 0.000000 0.000000 0.000000
3491684347 2000 0.257580 1.527978 173.621948 0.792683 0.121951 -0.182927 0.005371 -0.007324 1.030273 0.000000 0.000000 0.000000
3491686347 2000 0.257862 1.529341 173.621353 0.914634 -0.060976 -0.121951 -0.007324 0.008301 1.030273 0.000000 0.000000 0.000000
3491688347 2000 0.258059 1.529459 173.619629 0.914634 0.121951 -0.670732 -0.002930 -0.002930 1.019043 0.000000 0.000000 0.000000
3491690347 2000 0.259298 1.529409 173.618912 0.853659 0.365854 -0.182927 -0.008301 -0.003418 1.036133 0.000000 0.000000 0.000000
3491692347 2000 0.258986 1.529763 173.617935 0.975610 0.121951 -0.304878 0.001465 -0.001953 1.036133 0.000000 0.000000 0.000000
3491694347 2000 0.258994 1.529312 173.616821 0.975610 -0.121951 -0.365854 -0.005859 -0.009277 1.033203 0.000000 0.000000 0.000000
3491696347 2000 0.258418 1.528952 173.616577 0.914634 0.000000 0.060976 0.001465 -0.007324 1.024902 0.000000 0.000000 0.000000
3491698347 2000 0.259418 1.528905 173.616333 0.426829 0.121951 0.060976 -0.010742 0.004395 1.041016 0.000000 0.000000 0.000000
3491700347 2000 0.259560 1.530212 173.615356 0.914634 0.000000 -0.304878 -0.004883 0.007812 1.028320 0.000000 0.000000 0.000000
3491702347 2000 0.258897 1.529752 173.614731 0.731707 -0.182927 -0.121951 -0.000977 -0.004883 1.022461 0.000000 0.000000 0.000000
3491704347 2000 0.258371 1.529405 173.614120 0.731707 -0.060976 -0.121951 0.000000 -0.003906 1.033691 0.000000 0.000000 0.000000
3491706347 2000 0.258241 1.529531 173.613525 0.914634 0.243902 -0.121951 0.001953 -0.002930 1.034668 0.000000 0.000000 0.000000
3491708347 2000 0.259703 1.528570 173.613037 0.853659 0.182927 -0.060976 -0.013672 -0.011719 1.030762 0.000000 0.000000 0.000000
3491710347 2000 0.259057 1.528490 173.611938 0.731707 0.060976 -0.365854 0.003418 -0.001465 1.034668 0.000000 0.000000 0.000000
3491712347 2000 0.259610 1.528031 173.610947 0.975610 0.121951 -0.304878 -0.006348 -0.009277 1.021484 0.000000 0.000000 0.000000
3491714347 2000 0.259427 1.527471 173.610092 0.975610 0.000000 -0.243902 -0.001953 -0.010254 1.026367 0.000000 0.000000 0.000000
3491716347 2000 0.258881 1.527479 173.609604 0.853659 -0.121951 -0.060976 -0.000977 -0.002930 1.032227 0.000000 0.000000 0.000000
3491718347 2000 0.259456 1.527255 173.608490 0.792683 0.000000 -0.365854 -0.008789 -0.003906 1.031250 0.000000 0.000000 0.000000
3491720347 2000 0.259660 1.526894 173.607880 0.914634 0.060976 -0.121951 -0.004395 -0.007324 1.020508 0.000000 0.000000 0.000000
3491722347 2000 0.260349 1.526590 173.607132 0.670732 0.060976 -0.182927 -0.008789 -0.002441 1.027344 0.000000 0.000000 0.000000
3491724347 2000 0.260212 1.526637 173.606537 1.036585 0.243902 -0.121951 0.001953 -0.005859 1.020508 0.000000 0.000000 0.000000
3491726347 2000 0.260615 1.527142 173.605438 0.914634 0.182927 -0.365854 -0.003906 0.000488 1.025391 0.000000 0.000000 0.000000
3491728347 2000 0.261073 1.526651 173.604584 0.792683 0.000000 -0.243902 -0.007812 -0.006348 1.030273 0.000000 0.000000 0.000000
3491730347 2000 0.260857 1.526168 173.603867 0.853659 0.121951 -0.182927 0.000488 -0.007324 1.019043 0.000000 0.000000 0.000000
3491732347 2000 0.260832 1.526269 173.602997 0.792683 0.000000 -0.243902 -0.003418 -0.000977 1.027344 0.000000 0.000000 0.000000
3491734347 2000 0.260412 1.526509 173.602264 0.914634 -0.060976 -0.182927 -0.000977 -0.001953 1.040039 0.000000 0.000000 0.000000
3491736347 2000 0.261175 1.526094 173.601654 0.670732 0.121951 -0.121951 -0.008301 -0.003418 1.014648 0.000000 0.000000 0.000000
3491738347 2000 0.260920 1.526562 173.600906 0.975610 -0.060976 -0.182927 -0.002441 -0.000977 1.017090 0.000000 0.000000 0.000000
3491740347 2000 0.260554 1.525864 173.600677 0.853659 0.243902 0.060976 0.003906 -0.009277 1.018066 0.000000 0.000000 0.000000
3491742347 2000 0.260727 1.525722 173.599823 0.670732 -0.060976 -0.243902 -0.006348 -0.000977 1.033691 0.000000 0.000000 0.000000
3491744347 2000 0.261300 1.526246 173.599213 0.975610 0.243902 -0.121951 -0.004395 -0.000488 1.010254 0.000000 0.000000 0.000000
3491746347 2000 0.261023 1.524868 173.598236 0.487805 0.060976 -0.304878 0.000000 -0.008789 1.016602 0.000000 0.000000 0.000000
3491748347 2000 0.260671 1.524433 173.597107 0.975610 -0.243902 -0.365854 -0.004883 -0.009277 1.041016 0.000000 0.000000 0.000000
3491750347 2000 0.260113 1.524418 173.596497 0.731707 0.060976 -0.121951 0.002441 -0.000977 1.019043 0.000000 0.000000 0.000000
3491752347 2000 0.259583 1.524834 173.595657 0.975610 0.121951 -0.243902 0.003418 -0.001465 1.037109 0.000000 0.000000 0.000000
3491754347 2000 0.259700 1.524617 173.595032 0.792683 -0.060976 -0.121951 -0.005859 -0.003906 1.030273 0.000000 0.000000 0.000000
3491756347 2000 0.259839 1.524725 173.594788 1.036585 0.060976 0.060976 -0.003906 -0.005371 1.022949 0.000000 0.000000 0.000000
3491758347 2000 0.259791 1.524654 173.593933 0.731707 0.121951 -0.243902 -0.000977 -0.001465 1.025879 0.000000 0.000000 0.000000
3491760347 2000 0.259048 1.525441 173.593323 0.731707 -0.060976 -0.121951 0.001953 0.006348 1.034180 0.000000 0.000000 0.000000
3491762347 2000 0.258396 1.525775 173.592957 0.853659 0.121951 0.000000 0.004395 0.000000 1.027832 0.000000 0.000000 0.000000
3491764347 2000 0.258524 1.525850 173.592484 0.670732 0.000000 -0.060976 -0.004883 0.000977 1.035645 0.000000 0.000000 0.000000
3491766347 2000 0.259128 1.525306 173.591232 0.792683 -0.121951 -0.426829 -0.011230 -0.006836 1.030273 0.000000 0.000000 0.000000
3491768347 2000 0.259121 1.525069 173.590500 0.731707 0.060976 -0.182927 -0.002441 -0.002930 1.013672 0.000000 0.000000 0.000000
3491770347 2000 0.259356 1.524443 173.589294 0.670732 0.365854 -0.426829 0.000977 -0.005371 1.025879 0.000000 0.000000 0.000000
3491772347 2000 0.258987 1.524470 173.588806 0.914634 -0.060976 -0.060976 -0.001465 -0.003906 1.027832 0.000000 0.000000 0.000000
3491774347 2000 0.258874 1.524567 173.588181 0.975610 -0.121951 -0.121951 -0.004883 -0.004395 1.033203 0.000000 0.000000 0.000000
3491776347 2000 0.258910 1.524671 173.587326 0.792683 0.243902 -0.243902 0.000488 -0.000977 1.031250 0.000000 0.000000 0.000000
3491778347 2000 0.259024 1.524492 173.586472 0.731707 -0.121951 -0.243902 -0.006836 -0.002441 1.025391 0.000000 0.000000 0.000000
3491780347 2000 0.258792 1.523758 173.585480 0.914634 -0.243902 -0.304878 -0.005859 -0.010742 1.021973 0.000000 0.000000 0.000000
3491782347 2000 0.259082 1.523662 173.584610 0.853659 -0.060976 -0.243902 -0.007324 -0.003906 1.024902 0.000000 0.000000 0.000000
3491784347 2000 0.258220 1.523378 173.584366 0.731707 -0.060976 0.060976 0.002930 -0.003418 1.020020 0.000000 0.000000 0.000000
3491786347 2000 0.258679 1.522996 173.583618 0.792683 -0.060976 -0.182927 -0.008789 -0.005371 1.016113 0.000000 0.000000 0.000000
3491788347 2000 0.259157 1.521861 173.582886 0.792683 0.060976 -0.182927 -0.006836 -0.012207 1.023438 0.000000 0.000000 0.000000
3491790347 2000 0.258605 1.521443 173.582153 0.609756 0.060976 -0.182927 0.002441 -0.002441 1.018066 0.000000 0.000000 0.000000
3491792347 2000 0.258329 1.521974 173.581299 0.975610 0.060976 -0.243902 0.000000 -0.000488 1.029785 0.000000 0.000000 0.000000
3491794347 2000 0.257221 1.522328 173.580551 0.914634 0.000000 -0.182927 0.006348 -0.000977 1.015137 0.000000 0.000000 0.000000
3491796347 2000 0.257515 1.523045 173.579330 0.853659 -0.121951 -0.426829 -0.008301 0.003418 1.019531 0.000000 0.000000 0.000000
3491798347 2000 0.257660 1.522944 173.578598 0.792683 0.060976 -0.182927 -0.003906 -0.002930 1.050781 0.000000 0.000000 0.000000
3491800347 2000 0.256886 1.522986 173.578217 0.731707 -0.182927 0.000000 0.000000 -0.000488 1.021973 0.000000 0.000000 0.000000
3491802347 2000 0.258293 1.523581 173.577255 1.036585 0.304878 -0.304878 -0.010742 -0.000977 1.023926 0.000000 0.000000 0.000000
3491804347 2000 0.259038 1.524658 173.576538 1.036585 0.304878 -0.182927 -0.004883 0.003418 1.033203 0.000000 0.000000 0.000000
3491806347 2000 0.259006 1.524529 173.575928 0.914634 0.000000 -0.121951 -0.003418 -0.005371 1.039551 0.000000 0.000000 0.000000
3491808347 2000 0.258039 1.524043 173.574814 0.792683 0.060976 -0.365854 0.006348 -0.006348 1.031738 0.000000 0.000000 0.000000
3491810347 2000 0.258065 1.524948 173.574326 0.975610 0.000000 -0.060976 -0.003906 0.002930 1.023926 0.000000 0.000000 0.000000
3491812347 2000 0.257078 1.525565 173.573486 0.914634 0.000000 -0.243902 0.005371 0.001465 1.030273 0.000000 0.000000 0.000000
3491814347 2000 0.256411 1.525642 173.572739 0.914634 0.000000 -0.182927 0.002441 -0.003418 1.026367 0.000000 0.000000 0.000000
3491816347 2000 0.255667 1.525581 173.571762 0.792683 0.121951 -0.304878 0.005371 -0.002441 1.019043 0.000000 0.000000 0.000000
3491818347 2000 0.255320 1.524879 173.571274 0.792683 0.000000 -0.060976 -0.000488 -0.008301 1.028320 0.000000 0.000000 0.000000
3491820347 2000 0.255240 1.524699 173.570419 0.731707 0.182927 -0.243902 0.000488 -0.002441 1.027832 0.000000 0.000000 0.000000
3491822347 2000 0.255998 1.525195 173.569824 0.853659 0.121951 -0.121951 -0.008301 0.001465 1.032227 0.000000 0.000000 0.000000
3491824347 2000 0.255580 1.524722 173.569946 0.853659 0.000000 0.243902 0.000000 -0.007324 1.022949 0.000000 0.000000 0.000000
3491826347 2000 0.255334 1.524894 173.569199 0.609756 -0.060976 -0.182927 -0.002441 0.002930 1.022949 0.000000 0.000000 0.000000
3491828347 2000 0.254774 1.524671 173.568100 0.792683 -0.060976 -0.365854 0.000488 -0.003906 1.019531 0.000000 0.000000 0.000000
3491830347 2000 0.254736 1.524221 173.567230 0.731707 0.121951 -0.243902 -0.000977 -0.004883 1.023438 0.000000 0.000000 0.000000
3491832347 2000 0.254198 1.524326 173.566376 0.792683 -0.182927 -0.243902 -0.001953 -0.000977 1.018555 0.000000 0.000000 0.000000
3491834347 2000 0.254196 1.524715 173.565277 0.853659 0.000000 -0.365854 -0.003418 0.000488 1.018555 0.000000 0.000000 0.000000
3491836347 2000 0.254367 1.524196 173.564301 0.853659 0.304878 -0.304878 0.000488 -0.007812 1.039062 0.000000 0.000000 0.000000
3491838347 2000 0.254485 1.525011 173.563583 0.853659 0.121951 -0.182927 -0.002441 0.004395 1.038086 0.000000 0.000000 0.000000
3491840347 2000 0.254975 1.526252 173.562729 1.036585 0.304878 -0.243902 -0.002441 0.004883 1.022461 0.000000 0.000000 0.000000
3491842347 2000 0.255698 1.527057 173.562134 1.036585 0.182927 -0.121951 -0.006836 0.000977 1.027832 0.000000 0.000000 0.000000
3491844347 2000 0.255193 1.526701 173.561371 0.914634 -0.243902 -0.182927 -0.003418 -0.007324 1.027344 0.000000 0.000000 0.000000
3491846347 2000 0.254609 1.526191 173.560638 0.914634 -0.121951 -0.182927 -0.000488 -0.008789 1.035156 0.000000 0.000000 0.000000
3491848347 2000 0.254223 1.526991 173.559799 0.792683 0.243902 -0.243902 0.004395 0.005371 1.030273 0.000000 0.000000 0.000000
3491850347 2000 0.254492 1.527577 173.559555 0.792683 0.121951 0.060976 -0.003906 0.003418 1.029297 0.000000 0.000000 0.000000
3491852347 2000 0.254486 1.528311 173.558823 0.975610 -0.182927 -0.182927 -0.006836 0.001465 1.029785 0.000000 0.000000 0.000000
3491854347 2000 0.254916 1.527870 173.558228 0.792683 0.304878 -0.121951 -0.001953 -0.005859 1.025879 0.000000 0.000000 0.000000
3491856347 2000 0.254952 1.527915 173.557480 0.792683 0.000000 -0.182927 -0.003906 -0.001465 1.030273 0.000000 0.000000 0.000000
3491858347 2000 0.253931 1.528301 173.556259 1.097561 0.000000 -0.426829 0.005859 -0.003906 1.036133 0.000000 0.000000 0.000000
3491860347 2000 0.255494 1.529170 173.555405 1.097561 0.243902 -0.243902 -0.013184 0.000488 1.020508 0.000000 0.000000 0.000000
3491862347 2000 0.255627 1.528818 173.554688 0.487805 0.182927 -0.182927 -0.001465 0.000488 1.029297 0.000000 0.000000 0.000000
3491864347 2000 0.255146 1.528831 173.553574 0.914634 0.060976 -0.365854 0.001953 -0.003906 1.019531 0.000000 0.000000 0.000000
3491866347 2000 0.255341 1.529292 173.552628 0.731707 0.182927 -0.304878 -0.001953 0.003418 1.022461 0.000000 0.000000 0.000000
3491868347 2000 0.255468 1.528821 173.552124 0.670732 0.182927 -0.060976 -0.001465 -0.003906 1.023438 0.000000 0.000000 0.000000
3491870347 2000 0.256629 1.529389 173.552017 0.731707 0.060976 0.121951 -0.013184 0.004395 1.030762 0.000000 0.000000 0.000000
3491872347 2000 0.256219 1.529204 173.551773 0.975610 0.000000 0.060976 0.000000 -0.006836 1.022949 0.000000 0.000000 0.000000
3491874347 2000 0.256810 1.529747 173.551529 0.853659 0.121951 0.060976 -0.006836 0.001953 1.024902 0.000000 0.000000 0.000000
3491876347 2000 0.256578 1.529978 173.550674 0.914634 0.000000 -0.243902 -0.001465 -0.001953 1.025391 0.000000 0.000000 0.000000
3491878347 2000 0.255910 1.529623 173.549927 0.975610 0.000000 -0.182927 0.002441 -0.008301 1.019043 0.000000 0.000000 0.000000
3491880347 2000 0.256550 1.529774 173.548721 1.036585 0.000000 -0.426829 -0.009277 -0.004883 1.028809 0.000000 0.000000 0.000000
3491882347 2000 0.256615 1.528627 173.548462 0.548781 0.182927 0.060976 -0.000977 -0.007812 1.023438 0.000000 0.000000 0.000000
3491884347 2000 0.256143 1.529562 173.547485 0.914634 -0.121951 -0.304878 -0.001465 0.004395 1.024414 0.000000 0.000000 0.000000
3491886347 2000 0.255580 1.528282 173.546860 0.670732 -0.243902 -0.121951 -0.002930 -0.011230 1.025879 0.000000 0.000000 0.000000
3491888347 2000 0.256381 1.527862 173.546616 0.853659 0.121951 0.060976 -0.008789 -0.006836 1.033691 0.000000 0.000000 0.000000
3491890347 2000 0.256952 1.527892 173.545761 0.731707 0.000000 -0.243902 -0.008789 -0.000488 1.033203 0.000000 0.000000 0.000000
3491892347 2000 0.256315 1.528141 173.545380 0.975610 -0.060976 0.000000 0.000977 -0.002930 1.023438 0.000000 0.000000 0.000000
3491894347 2000 0.256821 1.527966 173.544540 0.792683 0.121951 -0.243902 -0.005859 -0.003418 1.013672 0.000000 0.000000 0.000000
3491896347 2000 0.256996 1.527972 173.543915 0.853659 -0.060976 -0.121951 -0.006348 -0.002930 1.032227 0.000000 0.000000 0.000000
3491898347 2000 0.256628 1.527887 173.543533 0.914634 -0.060976 0.000000 -0.001465 -0.004883 1.029785 0.000000 0.000000 0.000000
3491900347 2000 0.256279 1.527484 173.542572 0.731707 0.182927 -0.304878 0.002930 -0.004395 1.022949 0.000000 0.000000 0.000000
3491902347 2000 0.256871 1.527092 173.542084 0.975610 0.121951 -0.060976 -0.006836 -0.008789 1.031738 0.000000 0.000000 0.000000
3491904347 2000 0.257267 1.527869 173.541107 0.914634 0.121951 -0.304878 -0.004883 0.002930 1.020508 0.000000 0.000000 0.000000
3491906347 2000 0.256585 1.527609 173.540741 0.914634 0.000000 0.000000 0.002441 -0.006348 1.007812 0.000000 0.000000 0.000000
3491908347 2000 0.256028 1.527816 173.539993 0.792683 0.000000 -0.182927 0.001465 0.000000 1.033203 0.000000 0.000000 0.000000
3491910347 2000 0.256600 1.527699 173.539642 0.792683 0.000000 0.000000 -0.008789 -0.002930 1.019043 0.000000 0.000000 0.000000
3491912347 2000 0.256519 1.528244 173.538773 1.097561 -0.060976 -0.243902 -0.003906 -0.002441 1.020020 0.000000 0.000000 0.000000
3491914347 2000 0.256314 1.528569 173.537430 0.853659 0.060976 -0.487805 -0.000488 0.000000 1.036621 0.000000 0.000000 0.000000
3491916347 2000 0.257550 1.528244 173.536591 0.853659 0.243902 -0.243902 -0.010254 -0.005859 1.018066 0.000000 0.000000 0.000000
3491918347 2000 0.257750 1.528425 173.535950 0.914634 -0.182927 -0.121951 -0.008789 -0.002441 1.029785 0.000000 0.000000 0.000000
3491920347 2000 0.256990 1.528386 173.535233 0.670732 0.060976 -0.182927 0.004395 0.000000 1.031250 0.000000 0.000000 0.000000
3491922347 2000 0.256988 1.529496 173.533875 0.975610 0.000000 -0.487805 -0.003418 0.004883 1.023926 0.000000 0.000000 0.000000
3491924347 2000 0.256393 1.530415 173.533035 1.097561 0.060976 -0.243902 0.002930 0.000977 1.029297 0.000000 0.000000 0.000000
3491926347 2000 0.256166 1.531022 173.532547 0.914634 0.060976 -0.060976 -0.000488 0.001465 1.027832 0.000000 0.000000 0.000000
3491928347 2000 0.256189 1.529833 173.531311 0.853659 0.121951 -0.426829 -0.001465 -0.013672 1.026367 0.000000 0.000000 0.000000
3491930347 2000 0.254826 1.530021 173.530334 0.731707 -0.243902 -0.304878 0.004395 0.000977 1.024902 0.000000 0.000000 0.000000
3491932347 2000 0.254925 1.530479 173.529831 0.731707 0.060976 -0.060976 -0.003418 0.003418 1.029297 0.000000 0.000000 0.000000
3491934347 2000 0.255350 1.530100 173.529358 0.609756 0.060976 -0.060976 -0.006348 -0.001953 1.023438 0.000000 0.000000 0.000000
3491936347 2000 0.254770 1.530330 173.528976 0.914634 -0.060976 0.000000 0.000488 -0.001953 1.019043 0.000000 0.000000 0.000000
3491938347 2000 0.253759 1.530066 173.528732 0.853659 -0.060976 0.060976 0.004395 -0.005371 1.032227 0.000000 0.000000 0.000000
3491940347 2000 0.253538 1.531082 173.528244 1.036585 0.060976 -0.060976 -0.000488 0.002930 1.020020 0.000000 0.000000 0.000000
3491942347 2000 0.253854 1.530857 173.527863 0.792683 -0.121951 0.000000 -0.008789 -0.003906 1.038086 0.000000 0.000000 0.000000
3491944347 2000 0.253416 1.530627 173.526886 0.792683 0.000000 -0.304878 0.000488 -0.003906 1.034180 0.000000 0.000000 0.000000
3491946347 2000 0.252331 1.530995 173.526535 1.036585 0.060976 0.000000 0.007324 -0.002930 1.028809 0.000000 0.000000 0.000000
3491948347 2000 0.252884 1.530081 173.525665 0.609756 0.121951 -0.243902 -0.006348 -0.006836 1.036133 0.000000 0.000000 0.000000
3491950347 2000 0.252522 1.530243 173.524933 0.853659 -0.121951 -0.182927 -0.002441 -0.001465 1.019043 0.000000 0.000000 0.000000
3491952347 2000 0.252817 1.530683 173.523834 0.670732 0.121951 -0.365854 -0.003906 0.004395 1.030273 0.000000 0.000000 0.000000
3491954347 2000 0.253723 1.530966 173.523117 0.914634 0.243902 -0.182927 -0.007324 -0.001465 1.027832 0.000000 0.000000 0.000000
3491956347 2000 0.253902 1.530681 173.522247 0.792683 0.121951 -0.243902 -0.002930 -0.004395 1.026855 0.000000 0.000000 0.000000
3491958347 2000 0.254836 1.530828 173.521652 0.792683 0.182927 -0.121951 -0.008789 -0.000488 1.034668 0.000000 0.000000 0.000000
3491960347 2000 0.255176 1.531003 173.520676 0.914634 0.121951 -0.304878 -0.004395 -0.002441 1.033203 0.000000 0.000000 0.000000
3491962347 2000 0.255080 1.530895 173.519333 0.853659 0.060976 -0.487805 -0.001465 -0.003906 1.037598 0.000000 0.000000 0.000000
3491964347 2000 0.255441 1.530948 173.518463 0.853659 0.000000 -0.243902 -0.006836 -0.002441 1.031738 0.000000 0.000000 0.000000
3491966347 2000 0.255965 1.530337 173.517853 0.792683 0.000000 -0.121951 -0.008301 -0.007324 1.021484 0.000000 0.000000 0.000000
3491968347 2000 0.255426 1.530890 173.517365 0.914634 -0.121951 -0.060976 -0.000977 0.000977 1.036621 0.000000 0.000000 0.000000
3491970347 2000 0.255153 1.531371 173.516129 0.853659 0.000000 -0.426829 -0.000977 0.001465 1.026855 0.000000 0.000000 0.000000
3491972347 2000 0.255700 1.531032 173.515671 0.792683 0.365854 -0.060976 -0.001953 -0.004883 1.024902 0.000000 0.000000 0.000000
3491974347 2000 0.256086 1.530780 173.514542 0.914634 -0.121951 -0.365854 -0.009277 -0.006348 1.036621 0.000000 0.000000 0.000000
3491976347 2000 0.255780 1.531004 173.513077 0.914634 -0.182927 -0.548781 -0.003906 -0.001953 1.016602 0.000000 0.000000 0.000000
3491978347 2000 0.255739 1.530381 173.511719 0.975610 0.060976 -0.487805 -0.001953 -0.010742 1.025879 0.000000 0.000000 0.000000
3491980347 2000 0.255929 1.530527 173.510498 0.792683 0.121951 -0.426829 -0.002930 -0.000488 1.012207 0.000000 0.000000 0.000000
3491982347 2000 0.255841 1.530396 173.509766 0.975610 -0.060976 -0.182927 -0.003906 -0.006348 1.031738 0.000000 0.000000 0.000000
3491984347 2000 0.255490 1.530519 173.509399 0.914634 0.000000 0.000000 -0.000488 -0.002930 1.024414 0.000000 0.000000 0.000000
3491986347 2000 0.256614 1.531507 173.509033 0.914634 0.060976 0.000000 -0.012695 0.004883 1.023438 0.000000 0.000000 0.000000
3491988347 2000 0.256436 1.530964 173.508163 0.853659 0.000000 -0.243902 -0.001953 -0.007812 1.025391 0.000000 0.000000 0.000000
3491990347 2000 0.256176 1.531394 173.507660 0.853659 -0.304878 -0.060976 -0.006836 0.000977 1.031738 0.000000 0.000000 0.000000
3491992347 2000 0.256267 1.531161 173.506943 1.036585 0.243902 -0.182927 0.000000 -0.008301 1.021973 0.000000 0.000000 0.000000
