# 1:now_time 2:interval 3:roll 4:pitch 5:yaw 6:rroll 7:rpitch 8:ryaw 9:gx 10:gy 11:gz 12:ax 13:ay 14:az 15:mx 16:my 17:mz 18:R 19:L 20:F 21:B 22:stickRx 23:stickRy 24:stickLx 25:stickLy
1616993779 2000 0.828068 1.710952 64.233604 0.000000 0.000000 0.000000 0.853659 0.182927 -0.060976 -0.009277 0.009766 1.020508 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1616995779 2000 0.827712 1.710776 64.234161 0.000000 0.000000 0.000000 0.670732 0.000000 0.182927 -0.009277 0.003418 1.020508 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1616997779 2000 0.827581 1.710069 64.234550 0.000000 0.000000 0.000000 0.731707 -0.060976 0.121951 -0.012207 -0.002441 1.007324 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1616999779 2000 0.828373 1.709565 64.234718 0.000000 0.000000 0.000000 0.670732 0.182927 0.000000 -0.016113 0.000488 1.013672 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617001779 2000 0.828763 1.708601 64.234909 0.000000 0.000000 0.000000 0.548781 0.365854 0.000000 -0.009277 -0.001465 1.016602 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617003779 2000 0.829252 1.708416 64.235344 0.000000 0.000000 0.000000 0.609756 0.121951 0.121951 -0.014648 0.004395 1.018555 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617005779 2000 0.828729 1.708953 64.235733 0.000000 0.000000 0.000000 0.914634 -0.060976 0.121951 -0.008789 0.005371 1.012207 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617007779 2000 0.828630 1.708592 64.236282 0.000000 0.000000 0.000000 0.548781 -0.060976 0.182927 -0.012695 0.003906 1.019531 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617009779 2000 0.828629 1.708182 64.237167 0.000000 0.000000 0.000000 0.792683 -0.060976 0.365854 -0.013672 -0.000977 1.020020 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617011782 2003 0.827652 1.707521 64.237564 0.000000 0.000000 0.000000 0.670732 -0.121951 0.121951 -0.005859 -0.000977 1.019043 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617013782 2000 0.827970 1.707689 64.237984 0.000000 0.000000 0.000000 0.975610 0.060976 0.121951 -0.014160 0.000977 1.017090 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617015782 2000 0.827868 1.706811 64.238396 0.000000 0.000000 0.000000 0.670732 0.121951 0.121951 -0.009277 -0.002930 1.013672 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617017782 2000 0.827021 1.706208 64.238800 0.000000 0.000000 0.000000 0.670732 0.000000 0.121951 -0.004883 -0.000488 1.033691 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617019782 2000 0.827294 1.705619 64.239197 0.000000 0.000000 0.000000 0.731707 0.121951 0.121951 -0.012695 -0.001465 1.020020 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617021782 2000 0.826901 1.704512 64.239372 0.000000 0.000000 0.000000 0.609756 0.000000 0.000000 -0.008789 -0.003906 1.015625 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617023785 2003 0.827458 1.703923 64.239540 0.000000 0.000000 0.000000 0.731707 0.121951 0.000000 -0.015137 -0.001465 1.018066 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617025785 2000 0.827837 1.703610 64.239716 0.000000 0.000000 0.000000 0.731707 0.243902 0.000000 -0.011230 0.000977 1.004883 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617027785 2000 0.828948 1.703253 64.240639 0.000000 0.000000 0.000000 0.731707 0.487805 0.365854 -0.013672 0.000488 1.010254 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617029785 2000 0.828884 1.703389 64.240952 0.000000 0.000000 0.000000 0.792683 0.304878 0.060976 -0.006348 0.003906 1.016602 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617031785 2000 0.828775 1.702381 64.241089 0.000000 0.000000 0.000000 0.548781 0.000000 0.000000 -0.011230 -0.001953 1.003906 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617033785 2000 0.828705 1.701779 64.240921 0.000000 0.000000 0.000000 0.670732 0.182927 -0.182927 -0.008301 -0.000488 1.011230 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617035785 2000 0.828740 1.701399 64.241211 0.000000 0.000000 0.000000 0.670732 0.060976 0.060976 -0.011719 0.001465 1.026855 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617037785 2000 0.828225 1.700345 64.241478 0.000000 0.000000 0.000000 0.792683 0.000000 0.060976 -0.007812 -0.006836 1.023438 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617039785 2000 0.828876 1.700136 64.241783 0.000000 0.000000 0.000000 0.670732 0.304878 0.060976 -0.012695 0.002930 1.011719 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617041785 2000 0.828043 1.700022 64.242332 0.000000 0.000000 0.000000 0.853659 0.304878 0.182927 0.000488 0.000488 1.027344 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617043785 2000 0.827936 1.701015 64.242043 0.000000 0.000000 0.000000 0.731707 0.000000 -0.243902 -0.011230 0.012695 1.014648 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617045785 2000 0.827533 1.700679 64.242332 0.000000 0.000000 0.000000 0.853659 0.243902 0.060976 -0.004395 -0.001465 1.020020 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617047785 2000 0.827678 1.700518 64.243622 0.000000 0.000000 0.000000 0.548781 0.060976 0.548781 -0.012695 0.005371 1.005371 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617049785 2000 0.827462 1.701371 64.243935 0.000000 0.000000 0.000000 0.609756 0.121951 0.060976 -0.008301 0.013672 1.023926 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617051785 2000 0.827424 1.700684 64.244339 0.000000 0.000000 0.000000 0.731707 0.000000 0.121951 -0.012207 -0.002441 1.029297 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617053785 2000 0.827858 1.700021 64.244514 0.000000 0.000000 0.000000 0.853659 0.304878 0.000000 -0.010742 -0.004395 1.015625 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617055785 2000 0.828706 1.700628 64.245178 0.000000 0.000000 0.000000 0.914634 0.060976 0.243902 -0.019043 0.005859 1.019531 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617057785 2000 0.828501 1.701620 64.245224 0.000000 0.000000 0.000000 0.731707 -0.121951 -0.060976 -0.012695 0.012695 1.018555 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617059785 2000 0.828534 1.702327 64.245636 0.000000 0.000000 0.000000 0.853659 -0.060976 0.121951 -0.013672 0.007812 1.006836 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617061785 2000 0.829267 1.702669 64.246315 0.000000 0.000000 0.000000 0.731707 0.304878 0.243902 -0.013672 0.006836 1.022949 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617063785 2000 0.828858 1.701519 64.246735 0.000000 0.000000 0.000000 0.609756 0.000000 0.121951 -0.008789 -0.004395 1.020996 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617065785 2000 0.828334 1.702647 64.246796 0.000000 0.000000 0.000000 0.914634 0.182927 -0.060976 -0.004395 0.010742 1.027344 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617067785 2000 0.827790 1.702418 64.247208 0.000000 0.000000 0.000000 0.853659 0.365854 0.121951 -0.000977 -0.000488 1.019531 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617069785 2000 0.827867 1.702917 64.247643 0.000000 0.000000 0.000000 0.670732 0.182927 0.121951 -0.009766 0.009277 1.011719 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617071785 2000 0.826835 1.701965 64.248543 0.000000 0.000000 0.000000 0.731707 -0.060976 0.365854 -0.004395 -0.004883 1.024414 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617073785 2000 0.826312 1.702134 64.248329 0.000000 0.000000 0.000000 0.975610 -0.121951 -0.182927 -0.009766 0.000977 1.021973 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617075785 2000 0.826474 1.702053 64.248741 0.000000 0.000000 0.000000 0.792683 0.121951 0.121951 -0.011719 0.001953 1.022949 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617077785 2000 0.826900 1.701976 64.249298 0.000000 0.000000 0.000000 0.792683 0.121951 0.182927 -0.014160 0.001953 1.024902 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617079785 2000 0.826555 1.701667 64.249695 0.000000 0.000000 0.000000 0.731707 0.000000 0.121951 -0.009277 0.000977 1.016113 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617081785 2000 0.827044 1.701059 64.249847 0.000000 0.000000 0.000000 0.609756 0.000000 0.000000 -0.016602 0.000488 1.010254 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617083785 2000 0.827328 1.701101 64.249931 0.000000 0.000000 0.000000 0.609756 0.365854 -0.060976 -0.008301 0.006348 1.019531 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617085785 2000 0.827166 1.701216 64.250717 0.000000 0.000000 0.000000 0.670732 -0.060976 0.304878 -0.012207 0.005859 1.023438 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617087785 2000 0.827050 1.700964 64.251122 0.000000 0.000000 0.000000 0.731707 0.060976 0.121951 -0.010254 0.001465 1.016113 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617089785 2000 0.827910 1.701039 64.251556 0.000000 0.000000 0.000000 0.731707 0.304878 0.121951 -0.014648 0.004395 1.017578 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617091785 2000 0.828631 1.700929 64.252464 0.000000 0.000000 0.000000 0.853659 0.243902 0.365854 -0.014648 0.000488 1.017578 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617093785 2000 0.828190 1.700163 64.252998 0.000000 0.000000 0.000000 0.609756 0.121951 0.182927 -0.006348 -0.000977 1.023926 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617095785 2000 0.828782 1.700056 64.253311 0.000000 0.000000 0.000000 0.670732 0.365854 0.060976 -0.011230 0.003906 1.025879 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617097785 2000 0.828965 1.698730 64.253357 0.000000 0.000000 0.000000 0.548781 0.182927 -0.060976 -0.010742 -0.004883 1.022461 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617099785 2000 0.828736 1.699209 64.253532 0.000000 0.000000 0.000000 1.097561 0.060976 0.000000 -0.009277 0.001465 1.023926 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617101785 2000 0.829699 1.700072 64.253845 0.000000 0.000000 0.000000 0.792683 0.182927 0.060976 -0.017578 0.010254 1.006836 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617103785 2000 0.829858 1.700093 64.253906 0.000000 0.000000 0.000000 0.548781 0.121951 -0.060976 -0.011719 0.007324 1.029297 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617105785 2000 0.829595 1.700424 64.254318 0.000000 0.000000 0.000000 0.914634 -0.060976 0.121951 -0.011230 0.003418 1.021973 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617107785 2000 0.829462 1.699729 64.254120 0.000000 0.000000 0.000000 0.731707 0.182927 -0.182927 -0.007812 -0.002441 1.018066 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617109785 2000 0.828364 1.699370 64.254768 0.000000 0.000000 0.000000 0.487805 -0.121951 0.243902 -0.004883 0.004883 1.027344 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617111785 2000 0.828571 1.699913 64.255562 0.000000 0.000000 0.000000 0.853659 0.121951 0.304878 -0.012207 0.006348 1.019043 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617113785 2000 0.828209 1.699513 64.255623 0.000000 0.000000 0.000000 0.548781 0.121951 -0.060976 -0.006836 0.003418 1.009766 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617115785 2000 0.827973 1.699547 64.255295 0.000000 0.000000 0.000000 0.853659 0.000000 -0.243902 -0.010254 0.001953 1.032227 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617117785 2000 0.827529 1.700819 64.255623 0.000000 0.000000 0.000000 0.731707 0.304878 0.060976 -0.002930 0.015137 1.017090 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617119785 2000 0.828193 1.700569 64.256279 0.000000 0.000000 0.000000 0.731707 0.243902 0.243902 -0.014160 0.001465 1.024902 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617121785 2000 0.828939 1.700139 64.256607 0.000000 0.000000 0.000000 0.426829 0.304878 0.060976 -0.013672 0.005371 1.021973 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617123785 2000 0.829536 1.700126 64.256660 0.000000 0.000000 0.000000 0.853659 0.121951 -0.060976 -0.015625 0.001465 1.025391 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617125788 2003 0.829617 1.699888 64.257195 0.000000 0.000000 0.000000 0.792683 0.304878 0.182927 -0.007812 0.000488 1.026855 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617127788 2000 0.829364 1.700250 64.257507 0.000000 0.000000 0.000000 0.792683 0.182927 0.060976 -0.006836 0.005859 1.014648 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617129788 2000 0.828727 1.699320 64.257812 0.000000 0.000000 0.000000 0.609756 0.182927 0.060976 -0.003418 -0.002441 1.021973 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617131788 2000 0.827653 1.699136 64.258217 0.000000 0.000000 0.000000 0.548781 -0.060976 0.121951 -0.003906 0.005371 1.024414 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617133788 2000 0.827542 1.699021 64.258492 0.000000 0.000000 0.000000 0.853659 0.060976 0.060976 -0.010254 0.000488 1.014648 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617135788 2000 0.827596 1.699645 64.258804 0.000000 0.000000 0.000000 0.731707 0.060976 0.060976 -0.011719 0.009277 1.013672 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617137788 2000 0.827378 1.699650 64.259109 0.000000 0.000000 0.000000 0.914634 0.121951 0.060976 -0.008301 0.000488 1.025879 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617139788 2000 0.827305 1.699780 64.259888 0.000000 0.000000 0.000000 0.731707 0.121951 0.304878 -0.009766 0.004883 1.028320 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617141788 2000 0.827263 1.699053 64.260162 0.000000 0.000000 0.000000 0.548781 -0.121951 0.060976 -0.014160 0.000488 1.016602 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617143788 2000 0.826762 1.698527 64.261055 0.000000 0.000000 0.000000 0.670732 -0.121951 0.365854 -0.010254 0.000000 1.021484 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617145788 2000 0.827316 1.697727 64.261711 0.000000 0.000000 0.000000 0.670732 0.182927 0.243902 -0.014160 -0.002441 1.018066 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617147788 2000 0.827255 1.698019 64.261902 0.000000 0.000000 0.000000 0.975610 0.304878 0.000000 -0.006348 0.001953 1.021484 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617149788 2000 0.826044 1.697431 64.262070 0.000000 0.000000 0.000000 0.426829 0.000000 0.000000 -0.001465 0.003906 1.018555 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617151788 2000 0.825638 1.697711 64.262474 0.000000 0.000000 0.000000 0.914634 0.000000 0.121951 -0.008789 0.002930 1.023926 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617153788 2000 0.824709 1.697009 64.263252 0.000000 0.000000 0.000000 0.609756 0.121951 0.304878 -0.001953 -0.000488 1.025391 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617155788 2000 0.824888 1.696920 64.263557 0.000000 0.000000 0.000000 0.670732 0.060976 0.060976 -0.012695 0.003906 1.006348 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617157788 2000 0.824561 1.696640 64.263351 0.000000 0.000000 0.000000 0.609756 0.000000 -0.182927 -0.009277 0.003418 1.019043 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617159788 2000 0.824309 1.696528 64.264030 0.000000 0.000000 0.000000 0.609756 0.243902 0.243902 -0.005859 0.004883 1.031250 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617161788 2000 0.824658 1.697380 64.264343 0.000000 0.000000 0.000000 0.792683 0.182927 0.060976 -0.012207 0.010254 1.020508 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617163862 2074 0.824259 1.696788 64.264511 0.000000 0.000000 0.000000 0.487805 0.000000 0.000000 -0.008789 0.002930 1.012207 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617165865 2003 0.825046 1.696887 64.264824 0.000000 0.000000 0.000000 0.792683 0.365854 0.060976 -0.012695 0.003418 1.008301 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617167865 2000 0.825409 1.697346 64.265137 0.000000 0.000000 0.000000 0.731707 0.243902 0.060976 -0.011230 0.007812 1.019043 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617169865 2000 0.824959 1.697520 64.265671 0.000000 0.000000 0.000000 0.670732 0.060976 0.182927 -0.007324 0.006348 1.024414 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617171865 2000 0.824571 1.697703 64.266251 0.000000 0.000000 0.000000 0.670732 0.304878 0.182927 -0.003418 0.006348 1.012207 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617173865 2000 0.824205 1.697669 64.266548 0.000000 0.000000 0.000000 0.670732 0.060976 0.060976 -0.007812 0.004395 1.001465 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617175865 2000 0.823613 1.697475 64.266708 0.000000 0.000000 0.000000 0.731707 0.060976 0.000000 -0.005859 0.001953 1.015625 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617177865 2000 0.824486 1.697553 64.267128 0.000000 0.000000 0.000000 0.975610 0.182927 0.121951 -0.017090 0.000000 1.029297 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617179865 2000 0.824292 1.698639 64.267326 0.000000 0.000000 0.000000 0.914634 0.182927 0.000000 -0.007324 0.010254 1.025879 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617181865 2000 0.823821 1.698723 64.267365 0.000000 0.000000 0.000000 0.792683 -0.121951 -0.060976 -0.010254 0.003418 1.021973 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617183865 2000 0.825045 1.698749 64.267426 0.000000 0.000000 0.000000 0.792683 0.304878 -0.060976 -0.018066 0.002930 1.034668 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617185865 2000 0.824537 1.697389 64.267723 0.000000 0.000000 0.000000 0.365854 0.243902 0.060976 -0.003418 -0.001953 1.026367 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617187865 2000 0.825165 1.698031 64.268402 0.000000 0.000000 0.000000 0.792683 0.243902 0.243902 -0.013672 0.008301 1.016602 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617189865 2000 0.825468 1.698533 64.268692 0.000000 0.000000 0.000000 0.914634 0.182927 0.060976 -0.011719 0.004883 1.012207 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617191865 2000 0.825768 1.699185 64.269257 0.000000 0.000000 0.000000 1.097561 0.182927 0.182927 -0.011719 0.002930 1.010254 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617193865 2000 0.824959 1.698672 64.270149 0.000000 0.000000 0.000000 0.731707 -0.060976 0.365854 -0.006348 -0.000977 1.019043 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617195865 2000 0.825040 1.699188 64.270439 0.000000 0.000000 0.000000 0.792683 0.000000 0.060976 -0.013184 0.007324 1.027344 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617197865 2000 0.825008 1.699820 64.270615 0.000000 0.000000 0.000000 1.036585 0.121951 0.000000 -0.009766 0.003906 1.011719 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617199865 2000 0.824305 1.701080 64.270813 0.000000 0.000000 0.000000 0.670732 0.060976 0.000000 -0.004883 0.016113 1.015137 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617201865 2000 0.824598 1.700582 64.271111 0.000000 0.000000 0.000000 0.853659 0.426829 0.060976 -0.007324 -0.002930 1.022949 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617203865 2000 0.825649 1.700861 64.271301 0.000000 0.000000 0.000000 0.731707 0.243902 0.000000 -0.017578 0.006348 1.030762 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617205865 2000 0.825818 1.699862 64.271339 0.000000 0.000000 0.000000 0.792683 0.121951 -0.060976 -0.011719 -0.006348 1.027832 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617207865 2000 0.825738 1.700074 64.271881 0.000000 0.000000 0.000000 1.097561 0.000000 0.182927 -0.011719 -0.000977 1.020508 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617209865 2000 0.825667 1.700555 64.272438 0.000000 0.000000 0.000000 0.670732 0.121951 0.182927 -0.009766 0.009277 1.035645 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617211865 2000 0.826143 1.700876 64.272720 0.000000 0.000000 0.000000 0.853659 -0.060976 0.060976 -0.017578 0.004395 1.009277 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
1617213865 2000 0.826729 1.701714 64.273392 0.000000 0.000000 0.000000 0.975610 0.060976 0.243902 -0.016602 0.006836 1.016602 0.000000 0.000000 0.000000 1.000000 1.000000 1.000000 1.000000 0.000000 0.000000 0.000000 0.000000
