#時刻 刻み幅 roll pitch yaw gx gy gz ax ay az mx my mz R L F B
1634788454 2000 0.379943 1.278264 172.694489 -3.231707 -1.524390 -2.012195 0.113281 -1.058594 0.524902 0.000000 0.000000 0.000000 1.196075 1.179903 1.281056 1.233946
1634790454 2000 0.451864 1.341052 172.692612 1.280488 0.243902 -0.914634 -0.640137 0.534668 0.574707 0.000000 0.000000 0.000000 1.235190 1.178592 1.209779 1.267418
1634792454 2000 0.498280 1.407238 172.697174 1.768293 0.243902 2.256098 -0.578613 0.780273 1.024414 0.000000 0.000000 0.000000 1.329109 1.257844 1.102601 1.201426
1634794454 2000 0.489862 1.403565 172.691238 2.134146 0.853659 -2.682927 0.111328 -0.082031 1.320801 0.000000 0.000000 0.000000 1.156464 1.101221 1.295230 1.338064
1634796454 2000 0.471867 1.310213 172.684860 -2.743902 -2.073171 -2.500000 0.135254 -0.874512 0.697754 0.000000 0.000000 0.000000 1.187678 1.151715 1.292286 1.259301
1634798454 2000 0.501907 1.341209 172.684769 1.280488 1.036585 0.060976 -0.469238 0.475098 1.734863 0.000000 0.000000 0.000000 1.271611 1.217781 1.161836 1.239752
1634800454 2000 0.513891 1.329666 172.685074 -0.243902 1.280488 0.426829 -0.150879 -0.152344 1.660156 0.000000 0.000000 0.000000 1.259684 1.229708 1.191683 1.209905
1634802454 2000 0.478087 1.251075 172.680466 -0.304878 -2.560976 -1.646342 0.452148 -1.164551 1.137695 0.000000 0.000000 0.000000 1.149159 1.152428 1.344280 1.245112
1634804454 2000 0.500948 1.245540 172.672211 4.085366 -0.365854 -3.780488 -0.398926 -0.216797 1.820312 0.000000 0.000000 0.000000 1.140896 1.131423 1.359713 1.258947
1634806454 2000 0.551837 1.298966 172.679153 0.426829 -0.853659 3.475610 -0.787109 0.775391 1.255371 0.000000 0.000000 0.000000 1.370781 1.333245 1.084613 1.102340
1634808454 2000 0.614068 1.370848 172.677673 1.585366 1.036585 -0.853659 -0.631348 0.712891 0.699219 0.000000 0.000000 0.000000 1.222043 1.171008 1.223026 1.274903
1634810454 2000 0.636815 1.259108 172.677322 -2.378049 -2.621951 0.731707 -0.048828 -0.192871 -0.020508 0.000000 0.000000 0.000000 1.268213 1.212643 1.220319 1.189806
1634812454 2000 0.626733 1.273529 172.673157 5.304878 -0.609756 -1.829268 0.059570 0.033691 0.851074 0.000000 0.000000 0.000000 1.217210 1.151451 1.239066 1.283253
