#time h roll pitch yaw R L F B
2148790169 2000 -0.116867 1.459245 179.543991 1.199469 1.211556 1.199267 1.236148
2148792169 2000 -0.116406 1.466647 179.544083 1.222277 1.228991 1.173994 1.221177
2148794169 2000 -0.129638 1.460233 179.543671 1.211174 1.221802 1.184381 1.229082
2148796169 2000 -0.130304 1.451638 179.543457 1.215505 1.226007 1.186369 1.218558
2148798169 2000 -0.131108 1.447445 179.542297 1.193867 1.204962 1.210045 1.237565
2148800169 2000 -0.132266 1.453709 179.541809 1.207197 1.214803 1.197389 1.227050
2148802169 2000 -0.131772 1.465979 179.541473 1.205986 1.213575 1.196537 1.230341
2148804169 2000 -0.116093 1.480087 179.541016 1.212456 1.208324 1.187577 1.238082
2148806169 2000 -0.116338 1.512509 179.540527 1.211320 1.207022 1.172064 1.256034
2148808169 2000 -0.086945 1.501134 179.540176 1.222384 1.205714 1.170170 1.248171
2148810169 2000 -0.076471 1.506187 179.537308 1.186348 1.164920 1.209017 1.286154
2148812169 2000 -0.081502 1.495219 179.535355 1.197413 1.178245 1.206226 1.264555
2148814169 2000 -0.071708 1.496857 179.535599 1.227993 1.211081 1.179488 1.227878
2148816169 2000 -0.073624 1.504549 179.534500 1.209356 1.193132 1.207594 1.236357
2148818169 2000 -0.095655 1.470334 179.535065 1.222741 1.227308 1.193290 1.203100
2148820169 2000 -0.069376 1.470641 179.533524 1.204692 1.202674 1.216526 1.222547
2148822169 2000 -0.101877 1.427815 179.534302 1.231353 1.240648 1.197379 1.177060
2148824169 2000 -0.091003 1.431848 179.532623 1.184672 1.193426 1.243330 1.225011
2148826169 2000 -0.152495 1.407769 179.530228 1.167571 1.200771 1.261156 1.216941
2148828169 2000 -0.113633 1.398320 179.533203 1.250675 1.259130 1.180611 1.156023
2148830169 2000 -0.113118 1.423674 179.529114 1.154062 1.172817 1.261801 1.257760
2148832169 2000 -0.171726 1.384515 179.529175 1.196718 1.226502 1.212553 1.210666
2148834169 2000 -0.165869 1.369521 179.529404 1.207938 1.239671 1.208118 1.190711
2148836169 2000 -0.163587 1.353971 179.522202 1.116436 1.122637 1.309129 1.298237
2148838169 2000 -0.147946 1.328327 179.524002 1.219187 1.234520 1.208545 1.184187
2148840169 2000 -0.123877 1.298311 179.523911 1.228896 1.234567 1.226114 1.156862
2148842169 2000 -0.113841 1.230852 179.516373 1.110968 1.089081 1.369814 1.276576
2148844169 2000 -0.088120 1.233587 179.520050 1.285191 1.255102 1.192572 1.113575
2148846169 2000 -0.062370 1.233010 179.521530 1.293062 1.253328 1.183539 1.116510
2148848169 2000 -0.046107 1.125128 179.517487 1.164609 1.124464 1.346170 1.211196
2148850169 2000 -0.014449 1.104759 179.520721 1.285798 1.242300 1.223001 1.095340
2148852169 2000 0.007999 1.104695 179.523941 1.325587 1.276901 1.158848 1.085103
2148854169 2000 0.023656 1.067218 179.521271 1.179141 1.134323 1.319819 1.213157
2148856169 2000 0.069356 1.137313 179.521500 1.236408 1.183153 1.237799 1.189079
2148858169 2000 0.078847 1.131040 179.520874 1.252174 1.201533 1.180144 1.212588
2148860169 2000 0.117096 1.114377 179.520889 1.226245 1.172585 1.206266 1.241344
2148862169 2000 0.149995 1.201479 179.520325 1.215695 1.157525 1.183332 1.289887
2148864169 2000 0.158000 1.262868 179.518784 1.230668 1.175478 1.126708 1.313585
2148866169 2000 0.167969 1.219475 179.519180 1.240645 1.199648 1.155462 1.250685
2148868169 2000 0.116713 1.117763 179.517471 1.204459 1.188273 1.218434 1.235273
2148870169 2000 0.117453 1.218636 179.513184 1.148180 1.146990 1.219191 1.332078
2148872169 2000 0.125623 1.278705 179.515915 1.253642 1.262261 1.119036 1.211501
2148874169 2000 0.062511 1.186107 179.515778 1.204956 1.242654 1.215701 1.183128
2148876169 2000 0.019382 1.212602 179.509293 1.084975 1.144343 1.296627 1.320495
2148878169 2000 0.047864 1.301378 179.511337 1.236431 1.263618 1.084177 1.262214
2148880169 2000 -0.004789 1.370289 179.512665 1.235245 1.284316 1.086515 1.240363
2148882190 2021 -0.062319 1.319991 179.506424 1.069378 1.145305 1.283602 1.348154
2148884190 2000 -0.044237 1.301254 179.507751 1.211927 1.255195 1.128024 1.251293
2148886190 2000 -0.077359 1.389526 179.511337 1.285104 1.324701 1.031088 1.205546
2148888190 2000 -0.109767 1.421386 179.507339 1.111788 1.176066 1.214510 1.344076
2148890190 2000 -0.143743 1.336985 179.504715 1.137305 1.194451 1.254726 1.259957
2148892190 2000 -0.158611 1.351414 179.509369 1.298202 1.338432 1.076251 1.133554
2148894190 2000 -0.129230 1.366168 179.510437 1.204267 1.239685 1.159047 1.243441
2148896190 2000 -0.160931 1.356950 179.503616 1.078173 1.113340 1.324353 1.330574
2148898190 2000 -0.161594 1.377349 179.508896 1.303421 1.325897 1.109830 1.107292
2148900190 2000 -0.140513 1.407009 179.509308 1.232830 1.233073 1.145615 1.234922
2148902190 2000 -0.139370 1.375583 179.504639 1.125062 1.118889 1.275245 1.327243
2148904190 2000 -0.141801 1.322114 179.509247 1.273566 1.280142 1.148190 1.144542
2148906191 2001 -0.086777 1.322709 179.512680 1.312527 1.283863 1.122916 1.127133
2148908191 2000 -0.071787 1.306505 179.510178 1.170001 1.134926 1.283449 1.258063
2148910191 2000 -0.098061 1.222975 179.508270 1.190886 1.175016 1.299072 1.181465
2148912191 2000 -0.041600 1.133045 179.511948 1.308940 1.270378 1.216664 1.050458
2148914191 2000 -0.003220 1.150879 179.511490 1.213635 1.158365 1.291622 1.182817
2148916191 2000 -0.007321 1.107489 179.505051 1.119473 1.087893 1.391966 1.247108
2148918191 2000 0.021210 1.004592 179.507004 1.273543 1.236262 1.276452 1.060183
2148920191 2000 0.069379 1.048548 179.504181 1.217331 1.149791 1.296358 1.182959
2148922191 2000 0.094371 1.140095 179.502625 1.200187 1.144984 1.233826 1.267442
2148924191 2000 0.175630 1.140493 179.503891 1.270754 1.197587 1.179210 1.198887
2148926191 2000 0.177445 1.107177 179.500153 1.233532 1.157981 1.213927 1.241000
2148928191 2000 0.171044 1.078259 179.497421 1.196636 1.135121 1.214502 1.300181
2148930191 2000 0.224265 1.081099 179.501556 1.319864 1.255795 1.108968 1.161813
2148932191 2000 0.199878 1.158251 179.501205 1.238525 1.194451 1.185295 1.228169
2148934191 2000 0.181869 1.260138 179.495712 1.124069 1.119882 1.238191 1.364297
2148936191 2000 0.084955 1.248811 179.494186 1.190424 1.226698 1.142922 1.286396
2148938191 2000 0.036119 1.255768 179.493851 1.196327 1.250063 1.113866 1.286183
2148940191 2000 0.016855 1.286951 179.490097 1.095758 1.178681 1.188192 1.383808
2148942191 2000 -0.009928 1.215371 179.485474 1.106121 1.190270 1.237424 1.312625
2148944191 2000 -0.091124 1.192484 179.487793 1.226004 1.336240 1.154634 1.129561
2148946191 2000 -0.103191 1.230963 179.486145 1.157547 1.233965 1.219692 1.235235
2148948191 2000 -0.043215 1.283505 179.478729 1.089365 1.121659 1.291175 1.344240
2148950191 2000 -0.070712 1.257028 179.481735 1.262581 1.298443 1.139503 1.145912
2148952191 2000 -0.059436 1.216480 179.483459 1.250127 1.270653 1.147616 1.178043
2148954191 2000 -0.068409 1.187842 179.477600 1.119405 1.111132 1.295324 1.320579
2148956191 2000 -0.088533 1.174145 179.475510 1.193913 1.189063 1.240110 1.223353
2148958191 2000 -0.015193 1.178363 179.483337 1.371342 1.360414 1.085006 1.029677
2148960191 2000 -0.030595 1.232278 179.476929 1.114538 1.098925 1.311455 1.321521
2148962191 2000 -0.037276 1.300609 179.478546 1.235913 1.227551 1.142219 1.240757
2148964191 2000 -0.051651 1.271941 179.481888 1.295127 1.289069 1.082151 1.180093
2148966191 2000 -0.113508 1.227162 179.480911 1.204154 1.215407 1.177347 1.249531
2148968191 2000 -0.121303 1.289777 179.484497 1.208619 1.252405 1.132629 1.252786
2148970191 2000 -0.131538 1.304667 179.483047 1.203504 1.245326 1.154186 1.243424
2148972191 2000 -0.208015 1.238348 179.481995 1.155625 1.226131 1.242245 1.222438
2148974191 2000 -0.254175 1.273920 179.483505 1.177696 1.261377 1.187533 1.219833
2148976191 2000 -0.200731 1.332246 179.483200 1.200413 1.237441 1.146317 1.262269
2148978191 2000 -0.223064 1.276725 179.477417 1.088248 1.131314 1.303271 1.323607
2148980191 2000 -0.234857 1.200703 179.477585 1.197023 1.240831 1.231249 1.177337
2148982191 2000 -0.190890 1.278148 179.477844 1.230478 1.225669 1.163821 1.226472
2148984191 2000 -0.142570 1.362897 179.478088 1.235591 1.192507 1.157326 1.261016
2148986191 2000 -0.073609 1.265784 179.477448 1.226234 1.176254 1.233276 1.210675
2148988191 2000 -0.143729 1.178048 179.473480 1.201082 1.170918 1.262282 1.212157
2148990191 2000 -0.146633 1.257228 179.474548 1.249796 1.216106 1.152457 1.228080
2148992191 2000 -0.087992 1.299842 179.478195 1.285951 1.245805 1.133035 1.181648
2148994191 2000 -0.161357 1.219975 179.469208 1.073442 1.082704 1.387484 1.302809
2148996191 2000 -0.211365 1.179352 179.468536 1.176837 1.234187 1.237854 1.197561
2148998191 2000 -0.221155 1.267301 179.475052 1.320561 1.353878 1.034992 1.137008
2149000191 2000 -0.287561 1.297352 179.473129 1.150821 1.210203 1.211049 1.274366
2149002191 2000 -0.341466 1.248258 179.471466 1.114018 1.218958 1.262246 1.251217
2149004191 2000 -0.337690 1.292250 179.471664 1.230684 1.304730 1.111042 1.199982
2149006191 2000 -0.364490 1.322863 179.475494 1.247996 1.313028 1.069435 1.215979
2149008191 2000 -0.319744 1.222628 179.475616 1.148761 1.191532 1.256076 1.250071
2149010191 2000 -0.375967 1.188785 179.474579 1.188931 1.228191 1.243556 1.185761
2149012191 2000 -0.325804 1.254670 179.474823 1.232556 1.229688 1.174343 1.209852
2149014191 2000 -0.268669 1.308236 179.475052 1.234367 1.209585 1.179123 1.223365
2149016191 2000 -0.308166 1.240584 179.474655 1.195654 1.176346 1.255080 1.219359
2149018191 2000 -0.288418 1.192502 179.474686 1.218192 1.208687 1.207259 1.212302
2149020191 2000 -0.256102 1.254225 179.474640 1.247037 1.201793 1.157439 1.240171
2149022191 2000 -0.236563 1.279020 179.470154 1.162351 1.129162 1.252285 1.302642
2149024191 2000 -0.274970 1.220862 179.469879 1.202196 1.207609 1.238408 1.198226
2149026191 2000 -0.317197 1.141895 179.468842 1.192902 1.199830 1.252259 1.201449
2149028191 2000 -0.338573 1.195028 179.464920 1.148595 1.172186 1.247216 1.278442
2149030191 2000 -0.298373 1.238504 179.465302 1.211348 1.231384 1.193103 1.210604
2149032191 2000 -0.334579 1.177156 179.460068 1.134164 1.176861 1.294026 1.241388
2149034191 2000 -0.372546 1.181716 179.455444 1.126744 1.169646 1.276210 1.273839
2149036191 2000 -0.326339 1.206132 179.461899 1.316003 1.323070 1.063270 1.144096
2149038191 2000 -0.311514 1.210264 179.458847 1.190391 1.182829 1.215754 1.257466
2149040191 2000 -0.342065 1.149932 179.455078 1.140112 1.161157 1.293855 1.251316
2149042191 2000 -0.392386 1.131869 179.457367 1.262037 1.289232 1.151721 1.143450
2149044191 2000 -0.346974 1.217059 179.458008 1.258207 1.251598 1.139347 1.197287
2149046191 2000 -0.310524 1.282581 179.457703 1.184487 1.181416 1.194199 1.286337
2149048191 2000 -0.374022 1.245879 179.458221 1.222163 1.251057 1.157241 1.215979
2149050191 2000 -0.421042 1.168103 179.457870 1.203390 1.239342 1.180239 1.223469
2149052191 2000 -0.386421 1.228934 179.457245 1.199819 1.201450 1.168803 1.276368
2149054191 2000 -0.354385 1.262917 179.464798 1.321694 1.328355 1.064555 1.131836
2149056191 2000 -0.381019 1.173892 179.458054 1.089431 1.121593 1.346775 1.288640
2149058191 2000 -0.406309 1.086955 179.456253 1.171946 1.189079 1.292737 1.192678
2149060191 2000 -0.359092 1.172169 179.462692 1.331273 1.310239 1.086443 1.118484
2149062191 2000 -0.317150 1.226202 179.460587 1.201239 1.176858 1.220329 1.248013
2149064191 2000 -0.338815 1.115070 179.456589 1.108683 1.106000 1.361192 1.270564
2149066191 2000 -0.313038 1.133307 179.453857 1.223562 1.199657 1.213836 1.209384
2149068191 2000 -0.312169 1.217704 179.456451 1.289164 1.254787 1.084091 1.218397
2149070191 2000 -0.274101 1.198185 179.453110 1.140573 1.109476 1.273130 1.323261
2149072191 2000 -0.303526 1.120014 179.449173 1.161518 1.159263 1.291426 1.234233
2149074191 2000 -0.281931 1.140134 179.446899 1.213570 1.193796 1.195430 1.243644
2149076191 2000 -0.259432 1.216328 179.448181 1.261807 1.243119 1.122704 1.218809
2149078191 2000 -0.221307 1.273921 179.449051 1.231644 1.197673 1.170653 1.246469
2149080191 2000 -0.242054 1.258933 179.447876 1.219167 1.208930 1.169599 1.248743
2149082191 2000 -0.264419 1.279470 179.449646 1.270467 1.257630 1.079909 1.238433
2149084191 2000 -0.266271 1.344377 179.448471 1.213939 1.210500 1.113173 1.308827
2149086191 2000 -0.288307 1.370584 179.443314 1.123214 1.137810 1.214611 1.370803
2149088191 2000 -0.300249 1.320796 179.447540 1.251556 1.286298 1.119646 1.188939
2149090191 2000 -0.333531 1.306929 179.447281 1.196443 1.236533 1.171774 1.241690
2149092191 2000 -0.353869 1.367113 179.444565 1.151624 1.191108 1.200434 1.303274
2149094191 2000 -0.341796 1.438326 179.446228 1.232518 1.266311 1.119149 1.228461
2149096191 2000 -0.421681 1.480714 179.439896 1.120549 1.178281 1.212251 1.335359
2149098191 2000 -0.510390 1.471568 179.442932 1.196824 1.286152 1.104011 1.259452
2149100191 2000 -0.503831 1.487447 179.446487 1.233483 1.306810 1.063294 1.242853
2149102191 2000 -0.535155 1.463244 179.445770 1.175031 1.253067 1.153387 1.264954
2149104191 2000 -0.529225 1.428085 179.444550 1.139686 1.220119 1.230432 1.256202
2149106191 2000 -0.553470 1.436390 179.445816 1.236667 1.295089 1.158006 1.156677
2149108191 2000 -0.572469 1.527136 179.447159 1.217587 1.248316 1.150066 1.230470
2149110191 2000 -0.556631 1.598453 179.447998 1.206107 1.232967 1.140591 1.266775
2149112191 2000 -0.572210 1.596682 179.447723 1.205519 1.226237 1.135293 1.279390
2149114191 2000 -0.557753 1.555479 179.443512 1.142052 1.159216 1.203365 1.341806
2149116191 2000 -0.585198 1.544445 179.443710 1.199201 1.217921 1.153282 1.276035
2149118191 2000 -0.614504 1.536155 179.443100 1.183578 1.206715 1.206393 1.249753
2149120191 2000 -0.613954 1.567408 179.443222 1.198815 1.228063 1.203812 1.215750
2149122191 2000 -0.635606 1.513545 179.443069 1.185906 1.217801 1.236771 1.205961
2149124191 2000 -0.689561 1.435700 179.435837 1.085368 1.145169 1.338790 1.277113
2149126191 2000 -0.691779 1.464222 179.433121 1.155646 1.205379 1.257437 1.227977
2149128191 2000 -0.676503 1.454313 179.437241 1.262809 1.294558 1.160012 1.129062
2149130191 2000 -0.685123 1.449805 179.431931 1.111540 1.147045 1.323750 1.264104
2149132191 2000 -0.586625 1.477945 179.434647 1.268989 1.255450 1.157739 1.164261
2149134191 2000 -0.514311 1.569631 179.430191 1.234238 1.169469 1.149374 1.293358
2149136191 2000 -0.539265 1.586312 179.427490 1.219809 1.164386 1.163698 1.298546
2149138191 2000 -0.520631 1.545960 179.427231 1.212647 1.155695 1.184204 1.293893
2149140191 2000 -0.487936 1.534696 179.430618 1.325951 1.252147 1.082140 1.186202
2149142191 2000 -0.471768 1.525236 179.427917 1.177858 1.136825 1.228980 1.302776
2149144191 2000 -0.496531 1.419935 179.425186 1.181489 1.179536 1.285656 1.199759
2149146191 2000 -0.520680 1.444625 179.422409 1.189456 1.187423 1.274277 1.195284
2149148191 2000 -0.450998 1.474245 179.421616 1.219525 1.196377 1.226478 1.204058
2149150191 2000 -0.474988 1.476187 179.419769 1.174531 1.174298 1.254712 1.242898
2149152191 2000 -0.467245 1.404385 179.417953 1.188128 1.191189 1.265121 1.202001
2149154191 2000 -0.553929 1.351670 179.419159 1.233237 1.261934 1.186686 1.164583
2149156191 2000 -0.525453 1.388217 179.416458 1.185977 1.193340 1.239503 1.227620
2149158191 2000 -0.493109 1.417866 179.415710 1.198793 1.220769 1.219071 1.207807
2149160191 2000 -0.495760 1.375140 179.416000 1.217071 1.230539 1.223340 1.175490
2149162191 2000 -0.487218 1.274033 179.416107 1.209346 1.222410 1.243999 1.170684
2149164191 2000 -0.487023 1.222620 179.413971 1.182820 1.161131 1.287893 1.214595
2149166191 2000 -0.458860 1.228348 179.414261 1.242654 1.220810 1.240406 1.142570
2149168191 2000 -0.416360 1.217974 179.413605 1.220507 1.194176 1.280908 1.150848
2149170191 2000 -0.390870 1.167920 179.416428 1.270774 1.232933 1.239827 1.102905
2149172191 2000 -0.313658 1.122397 179.416779 1.250748 1.184667 1.252193 1.158831
2149174191 2000 -0.283929 1.195846 179.418930 1.305583 1.227392 1.152733 1.160731
2149176191 2000 -0.272178 1.251348 179.416870 1.222482 1.150738 1.212145 1.261075
2149178191 2000 -0.225062 1.189066 179.417221 1.257786 1.183726 1.199383 1.205544
2149180191 2000 -0.244889 1.167217 179.415802 1.207160 1.151425 1.229782 1.258072
2149182191 2000 -0.238828 1.131406 179.419724 1.284423 1.257089 1.134791 1.170136
2149184191 2000 -0.258756 1.125454 179.417526 1.173173 1.165901 1.267829 1.239537
2149186191 2000 -0.244041 1.092526 179.409256 1.100668 1.092064 1.376700 1.277008
2149188191 2000 -0.233990 1.033414 179.414291 1.284769 1.290890 1.184558 1.086222
2149190191 2000 -0.183557 1.056422 179.411865 1.196024 1.173537 1.269433 1.207445
2149192191 2000 -0.185310 1.062630 179.409195 1.168233 1.148890 1.278782 1.250535
2149194191 2000 -0.143983 1.025341 179.407837 1.224592 1.180335 1.247787 1.193726
2149196191 2000 -0.142302 0.984471 179.403473 1.211628 1.172567 1.261737 1.200507
2149198191 2000 -0.111455 1.017211 179.400726 1.185613 1.137926 1.277266 1.290175
2149200191 2000 -0.032886 1.090406 179.406693 1.356877 1.297149 1.091214 1.145739
2149202191 2000 -0.060240 1.057316 179.403473 1.216254 1.167041 1.242629 1.265056
2149204191 2000 -0.053305 0.982522 179.396210 1.140508 1.104982 1.327281 1.318209
2149206191 2000 -0.077827 0.951969 179.395477 1.249779 1.224980 1.208824 1.207397
2149208191 2000 0.008418 1.034020 179.394943 1.254582 1.206761 1.194986 1.234650
2149210191 2000 0.023068 1.039205 179.393997 1.193701 1.171301 1.270308 1.255670
2149212191 2000 0.030374 0.985033 179.393326 1.251279 1.214942 1.228671 1.196087
2149214191 2000 0.042800 0.924196 179.388321 1.207927 1.169270 1.268208 1.245574
2149216191 2000 0.053530 0.920476 179.382721 1.172349 1.119483 1.300194 1.298954
2149218191 2000 0.086635 1.014509 179.386047 1.292984 1.261042 1.163362 1.173591
2149220191 2000 0.102319 1.000559 179.385345 1.236562 1.204050 1.227862 1.222506
2149222191 2000 0.083885 0.942933 179.381027 1.178273 1.156241 1.282868 1.273597
2149224191 2000 0.097236 0.921685 179.378586 1.226086 1.203550 1.219683 1.241660
2149226191 2000 0.156143 0.951774 179.378571 1.273821 1.231425 1.168053 1.217681
2149228191 2000 0.153048 0.939855 179.379715 1.242785 1.214900 1.234332 1.198963
2149230191 2000 0.123342 0.873363 179.377625 1.205510 1.196078 1.284062 1.205331
2149232191 2000 0.023244 0.822016 179.373764 1.178311 1.202545 1.292428 1.217696
2149234191 2000 0.081789 0.882731 179.373627 1.232154 1.237726 1.214523 1.206576
2149236191 2000 0.135405 0.911738 179.378098 1.289291 1.296443 1.156738 1.148508
2149238191 2000 0.124520 0.876274 179.379700 1.240728 1.251103 1.213462 1.185687
2149240191 2000 0.077986 0.828168 179.377869 1.201764 1.219336 1.241953 1.227927
2149242191 2000 0.130563 0.858675 179.377441 1.258171 1.214148 1.183296 1.235365
2149244191 2000 0.165954 0.952107 179.380295 1.283596 1.248479 1.139395 1.219509
2149246191 2000 0.142833 1.047323 179.383728 1.252279 1.248089 1.127812 1.262800
2149248191 2000 0.063026 1.033853 179.385117 1.227730 1.251906 1.129514 1.281830
2149250191 2000 0.019201 0.990719 179.385254 1.225004 1.248535 1.131004 1.286437
2149252191 2000 0.038680 1.029839 179.382248 1.174739 1.211314 1.193180 1.356287
2149254191 2000 0.064331 1.058344 179.385605 1.254017 1.294231 1.137768 1.249505
2149256191 2000 0.093645 1.050661 179.387741 1.243919 1.262866 1.199735 1.229001
2149258191 2000 0.045622 1.038049 179.386078 1.203084 1.209798 1.246468 1.276170
2149260191 2000 0.023090 1.141222 179.385391 1.223084 1.221506 1.171058 1.319873
2149262191 2000 0.063356 1.252198 179.382584 1.214638 1.204342 1.154010 1.362531
2149264191 2000 0.040609 1.285929 179.379623 1.170698 1.179989 1.185727 1.399106
2149266191 2000 0.024379 1.218991 179.380859 1.231630 1.259301 1.139975 1.304614
2149268191 2000 -0.018383 1.209003 179.378830 1.203200 1.229194 1.168293 1.334833
2149270191 2000 0.029023 1.236000 179.377457 1.218035 1.215579 1.197882 1.304024
2149272191 2000 -0.027224 1.285292 179.374695 1.193573 1.230285 1.226940 1.284723
2149274191 2000 0.026804 1.373073 179.370972 1.191515 1.196977 1.222123 1.324905
2149276191 2000 -0.017208 1.380516 179.370804 1.224763 1.241778 1.153270 1.315709
2149278191 2000 -0.046258 1.300066 179.370468 1.232238 1.244058 1.177381 1.281843
2149280191 2000 -0.058863 1.285951 179.369598 1.224601 1.260552 1.211807 1.283101
2149282191 2000 -0.040145 1.267895 179.372375 1.301273 1.307050 1.177341 1.194397
2149284191 2000 -0.018730 1.304145 179.373779 1.279003 1.297612 1.213443 1.190002
2149286191 2000 -0.108581 1.386521 179.370789 1.188898 1.226742 1.263133 1.301288
2149288191 2000 -0.047403 1.462050 179.371628 1.271433 1.272574 1.158070 1.322523
2149290191 2000 -0.053472 1.487720 179.369827 1.239784 1.238371 1.174825 1.371622
2149292191 2000 -0.102474 1.400085 179.370605 1.243677 1.269843 1.185849 1.325232
2149294191 2000 -0.067514 1.408470 179.371658 1.255708 1.276105 1.187763 1.305025
2149296191 2000 -0.085167 1.432587 179.372787 1.297498 1.289193 1.183385 1.254525
2149298191 2000 -0.039818 1.451697 179.371689 1.236022 1.233595 1.264297 1.290686
2149300191 2000 -0.094120 1.383647 179.366501 1.184641 1.202050 1.343927 1.293983
2149302191 2000 -0.093671 1.344527 179.369202 1.305058 1.302683 1.236656 1.224744
2149304191 2000 -0.033482 1.388494 179.367630 1.249429 1.236361 1.282958 1.300393
2149306191 2000 -0.082743 1.441784 179.367081 1.258715 1.258782 1.254901 1.296743
2149308191 2000 0.003747 1.468834 179.363617 1.230180 1.212927 1.288648 1.337386
2149310191 2000 -0.071564 1.443781 179.359772 1.246943 1.238847 1.250357 1.332994
2149312191 2000 0.004993 1.423156 179.357666 1.241816 1.202510 1.263895 1.360919
2149314191 2000 0.023486 1.411688 179.359955 1.326862 1.304050 1.192889 1.245340
2149316191 2000 0.028014 1.417260 179.357086 1.251057 1.206684 1.298505 1.312895
2149318191 2000 -0.006708 1.416745 179.357086 1.287617 1.292076 1.248559 1.240889
2149320191 2000 0.063643 1.476030 179.358154 1.330516 1.276006 1.200815 1.261804
2149322191 2000 0.133325 1.567739 179.361435 1.353270 1.300813 1.131182 1.283876
2149324191 2000 0.084217 1.616331 179.358414 1.236615 1.211689 1.231830 1.433547
2149326191 2000 0.058798 1.572200 179.356567 1.277450 1.264757 1.205200 1.366275
2149328191 2000 0.035562 1.552364 179.354187 1.254021 1.236966 1.238735 1.383960
2149330191 2000 0.065592 1.537864 179.357391 1.321716 1.320490 1.192783 1.278692
2149332191 2000 0.065151 1.508018 179.355042 1.219275 1.246102 1.330116 1.318188
2149334191 2000 0.081356 1.516671 179.355072 1.298882 1.299422 1.279540 1.235837
2149336191 2000 0.063867 1.507884 179.352112 1.246112 1.243655 1.319757 1.304157
2149338191 2000 0.121042 1.472186 179.354507 1.344798 1.309604 1.244141 1.215139
2149340191 2000 0.131126 1.457384 179.353333 1.264640 1.237323 1.320628 1.291091
2149342191 2000 0.160975 1.506823 179.353073 1.308042 1.268310 1.251223 1.286106
2149344191 2000 0.131484 1.530030 179.352142 1.279243 1.258085 1.264679 1.311673
2149346191 2000 0.157904 1.537933 179.349411 1.282220 1.243233 1.286131 1.346638
2149348191 2000 0.155056 1.483773 179.344742 1.223859 1.208910 1.340397 1.385055
2149350191 2000 0.149653 1.445476 179.345001 1.308540 1.299839 1.262372 1.287470
2149352191 2000 0.163285 1.438573 179.341705 1.246828 1.244478 1.343513 1.323402
2149354191 2000 0.195685 1.405671 179.341995 1.314857 1.287425 1.310796 1.245144
2149356191 2000 0.219608 1.374269 179.343109 1.341916 1.315244 1.299392 1.201670
2149358191 2000 0.243486 1.336457 179.346390 1.385186 1.347584 1.255425 1.170027
2149360191 2000 0.301453 1.394861 179.343933 1.281077 1.217546 1.333232 1.326367
2149362191 2000 0.379524 1.442484 179.350464 1.448014 1.357926 1.157285 1.194996
2149364191 2000 0.413048 1.457559 179.347992 1.299016 1.208143 1.287333 1.363729
2149366191 2000 0.369888 1.408880 179.345444 1.289043 1.225434 1.291071 1.352674
2149368191 2000 0.420597 1.380357 179.343765 1.286126 1.211277 1.296175 1.364643
2149370191 2000 0.403333 1.391473 179.340424 1.293105 1.248520 1.315137 1.346000
2149372191 2000 0.410152 1.360568 179.342072 1.308767 1.292614 1.316978 1.284403
2149374191 2000 0.307869 1.336156 179.338348 1.246338 1.285530 1.367772 1.303121
2149376191 2000 0.349189 1.365689 179.335571 1.264051 1.269037 1.335581 1.334093
2149378191 2000 0.416521 1.467134 179.340332 1.375030 1.372693 1.175260 1.279779
2149380191 2000 0.417059 1.500300 179.338257 1.293837 1.284373 1.250864 1.373688
2149382191 2000 0.376227 1.395170 179.336655 1.277396 1.287400 1.288311 1.349656
2149384191 2000 0.415074 1.381054 179.333435 1.295451 1.248613 1.294698 1.364000
2149386191 2000 0.464700 1.380611 179.335052 1.369312 1.318655 1.234740 1.280056
2149388191 2000 0.460267 1.327771 179.334930 1.300669 1.278761 1.351250 1.272082
2149390191 2000 0.446313 1.274828 179.332779 1.297092 1.281119 1.386831 1.237721
2149392191 2000 0.475366 1.270630 179.331131 1.303287 1.259069 1.354426 1.285980
2149394191 2000 0.514464 1.240866 179.334152 1.392558 1.347847 1.271957 1.190400
2149396191 2000 0.506026 1.236532 179.334518 1.316269 1.294868 1.338189 1.253435
2149398191 2000 0.478679 1.177276 179.338486 1.374355 1.362392 1.278542 1.187473
2149400191 2000 0.526266 1.189131 179.339523 1.342389 1.305333 1.297016 1.258024
2149402191 2000 0.546411 1.110264 179.339325 1.339490 1.305794 1.328890 1.228588
2149404191 2000 0.587097 1.170898 179.343124 1.356475 1.321735 1.275660 1.248891
2149406191 2000 0.516511 1.197036 179.341797 1.282107 1.272932 1.324794 1.322928
2149408191 2000 0.572380 1.200416 179.337524 1.238055 1.195033 1.360681 1.408993
2149410191 2000 0.526294 1.114437 179.334274 1.268481 1.263388 1.351283 1.319610
2149412191 2000 0.567245 1.134804 179.333359 1.293579 1.279753 1.290652 1.338778
2149414191 2000 0.557631 1.139675 179.334991 1.306032 1.312422 1.290347 1.293961
2149416191 2000 0.588160 1.167216 179.327606 1.214213 1.179851 1.401704 1.406994
2149418191 2000 0.510124 1.169957 179.327942 1.321799 1.341777 1.267175 1.272011
2149420191 2000 0.495456 1.197075 179.326859 1.292034 1.299591 1.257640 1.353498
2149422191 2000 0.479963 1.234012 179.327271 1.294083 1.324371 1.237226 1.347082
2149424191 2000 0.396821 1.260793 179.327942 1.272255 1.332785 1.234901 1.362822
2149426191 2000 0.317229 1.268984 179.327087 1.279101 1.384475 1.213289 1.325897
2149428191 2000 0.241250 1.214465 179.325775 1.231572 1.336882 1.284298 1.350010
