#time h roll pitch yaw R L F B
2152620477 2000 0.830703 -0.641605 179.397507 1.544475 1.568482 1.566486 1.458667
2152622477 2000 0.744336 -0.674367 179.396255 1.530322 1.538733 1.579646 1.489408
2152624477 2000 0.766663 -0.678151 179.401031 1.547716 1.578656 1.557223 1.454515
2152626477 2000 0.767406 -0.603107 179.394623 1.418658 1.446738 1.691622 1.581092
2152628477 2000 0.616157 -0.604255 179.387222 1.425724 1.461623 1.668282 1.582480
2152630477 2000 0.761296 -0.687856 179.384964 1.504031 1.524780 1.576710 1.532589
2152632477 2000 0.703537 -0.686438 179.385040 1.530806 1.540688 1.541683 1.524933
2152634477 2000 0.702293 -0.739873 179.390732 1.597428 1.616749 1.490737 1.433196
2152636477 2000 0.656886 -0.749669 179.387604 1.508093 1.546328 1.604650 1.479039
2152638477 2000 0.511441 -0.715837 179.383118 1.478040 1.515406 1.620808 1.523857
2152640477 2000 0.652890 -0.743244 179.379761 1.481668 1.519094 1.594947 1.542401
2152642477 2000 0.620710 -0.722130 179.378189 1.478537 1.506052 1.572674 1.536306
2152644477 2000 0.601299 -0.781324 179.382431 1.550417 1.585392 1.499960 1.457800
2152646477 2000 0.578677 -0.897290 179.375580 1.442666 1.468752 1.655784 1.526367
2152648477 2000 0.444463 -0.900252 179.372849 1.495461 1.518396 1.619313 1.460399
2152650477 2000 0.567647 -0.887713 179.373001 1.529010 1.558018 1.566624 1.439916
2152652477 2000 0.554475 -0.813071 179.374817 1.534576 1.556111 1.542638 1.460244
2152654477 2000 0.536386 -0.841419 179.378799 1.556702 1.577888 1.508633 1.450347
2152656477 2000 0.510452 -0.953635 179.372360 1.460788 1.483557 1.603378 1.545845
2152658477 2000 0.419675 -0.993474 179.369186 1.492193 1.498494 1.595358 1.507525
2152660477 2000 0.486354 -1.030321 179.369675 1.525128 1.553364 1.571579 1.443498
2152662477 2000 0.506438 -0.951652 179.366653 1.457490 1.472222 1.643573 1.520285
2152664477 2000 0.490824 -0.859105 179.365494 1.469493 1.483389 1.582705 1.557982
2152666477 2000 0.455985 -0.958272 179.356522 1.421806 1.439613 1.624210 1.607941
2152668477 2000 0.460238 -0.938537 179.356171 1.545712 1.525463 1.495305 1.527089
2152670477 2000 0.460230 -0.987911 179.360138 1.583595 1.590019 1.449591 1.470364
2152672477 2000 0.423158 -1.055380 179.359146 1.525027 1.554684 1.555674 1.458184
2152674477 2000 0.390887 -1.146384 179.357895 1.511169 1.547811 1.640371 1.394218
2152676477 2000 0.439499 -1.051103 179.353745 1.492127 1.494901 1.597615 1.508925
2152678477 2000 0.479095 -0.954838 179.353714 1.526223 1.514464 1.539213 1.513669
2152680477 2000 0.462558 -0.987796 179.354431 1.521006 1.516022 1.534806 1.521734
2152682477 2000 0.497541 -1.057117 179.347717 1.460593 1.426436 1.611241 1.595300
2152684477 2000 0.438380 -1.130184 179.342453 1.471383 1.448573 1.588335 1.585279
2152686477 2000 0.397646 -1.041620 179.338318 1.474042 1.487377 1.569406 1.562745
2152688477 2000 0.471702 -0.923763 179.339752 1.545329 1.544139 1.495566 1.508535
2152690477 2000 0.365264 -0.934489 179.340347 1.512183 1.548016 1.501416 1.531954
2152692477 2000 0.416884 -1.009776 179.337570 1.515769 1.544431 1.504556 1.528814
2152694477 2000 0.390070 -1.032375 179.336365 1.525763 1.541753 1.480937 1.545116
2152696477 2000 0.367198 -1.020292 179.333801 1.509709 1.518783 1.530923 1.534155
2152698477 2000 0.442731 -0.882541 179.335876 1.543919 1.551646 1.488052 1.509953
2152700477 2000 0.308855 -0.845725 179.331497 1.441421 1.461461 1.565009 1.625678
2152702477 2000 0.376862 -0.925715 179.328171 1.496258 1.509063 1.516471 1.571777
2152704477 2000 0.328697 -0.945734 179.326965 1.505162 1.526988 1.502226 1.559193
2152706477 2000 0.337366 -0.819618 179.326202 1.514563 1.523685 1.452303 1.603018
2152708477 2000 0.422708 -0.690728 179.328522 1.536305 1.540649 1.412937 1.559139
2152710477 2000 0.299344 -0.697460 179.322983 1.453644 1.455016 1.514570 1.625798
2152712477 2000 0.366514 -0.769164 179.321045 1.513569 1.514604 1.452218 1.568638
2152714477 2000 0.335212 -0.807955 179.323532 1.566176 1.560777 1.410725 1.511350
2152716477 2000 0.349356 -0.757169 179.325394 1.552098 1.544368 1.455594 1.496969
2152718477 2000 0.474568 -0.660413 179.327057 1.543625 1.518694 1.484554 1.502156
2152720477 2000 0.352603 -0.651730 179.320297 1.450613 1.426341 1.570985 1.601091
2152722477 2000 0.425116 -0.713053 179.319244 1.533752 1.506616 1.485739 1.522922
2152724477 2000 0.386307 -0.738392 179.321487 1.552178 1.528434 1.460490 1.507927
2152726477 2000 0.337844 -0.654722 179.321045 1.491854 1.493636 1.494061 1.569478
2152728477 2000 0.496688 -0.576130 179.322037 1.532302 1.519042 1.467615 1.530070
2152730477 2000 0.334661 -0.572361 179.316101 1.455797 1.460181 1.537226 1.595825
2152732477 2000 0.410496 -0.663012 179.318481 1.567816 1.570112 1.438889 1.472211
2152734477 2000 0.460964 -0.628759 179.324066 1.604218 1.570297 1.396417 1.478097
2152736477 2000 0.381528 -0.528017 179.323029 1.501894 1.481157 1.484314 1.581664
2152738477 2000 0.565764 -0.483995 179.322495 1.524358 1.491620 1.481239 1.551812
2152740477 2000 0.431354 -0.515126 179.317810 1.500551 1.458109 1.524169 1.566199
2152742477 2000 0.493827 -0.574789 179.319000 1.548192 1.510469 1.462371 1.527997
2152744477 2000 0.607514 -0.532555 179.319138 1.525429 1.461281 1.494732 1.567587
2152746477 2000 0.493185 -0.465326 179.313614 1.453245 1.404196 1.572100 1.619488
2152748477 2000 0.689734 -0.446750 179.314407 1.564618 1.508677 1.474166 1.501568
2152750477 2000 0.594832 -0.506309 179.312927 1.562899 1.492103 1.495280 1.498747
2152752477 2000 0.596313 -0.494361 179.316818 1.587294 1.540879 1.429931 1.490925
2152754478 2001 0.742392 -0.472918 179.315567 1.533528 1.472694 1.499009 1.543798
2152756478 2000 0.600116 -0.428907 179.311188 1.495521 1.447287 1.539564 1.566658
2152758478 2000 0.788262 -0.411739 179.315216 1.598440 1.551684 1.436297 1.462608
2152760478 2000 0.840846 -0.413020 179.313629 1.554420 1.448143 1.486780 1.559686
2152762478 2000 0.728130 -0.403327 179.309036 1.454799 1.395325 1.563805 1.635100
2152764478 2000 0.920992 -0.403333 179.307388 1.544999 1.464882 1.492506 1.546642
2152766478 2000 0.795422 -0.350740 179.304337 1.525762 1.440216 1.510500 1.572551
2152768478 2000 0.892001 -0.347489 179.304703 1.529883 1.479997 1.494083 1.545065
2152770478 2000 0.973888 -0.422790 179.298798 1.489203 1.426775 1.571396 1.561655
2152772478 2000 0.821309 -0.392977 179.294067 1.481688 1.436729 1.561830 1.568781
2152774478 2000 1.006274 -0.335348 179.300491 1.634083 1.590431 1.385152 1.439363
2152776478 2000 0.910223 -0.274357 179.299591 1.533410 1.478909 1.487280 1.549429
2152778478 2000 0.876460 -0.333775 179.293686 1.440100 1.438072 1.580016 1.590840
2152780478 2000 0.992173 -0.414418 179.289673 1.510860 1.494143 1.519545 1.524482
2152782478 2000 0.838794 -0.357585 179.287567 1.502617 1.487751 1.515486 1.543175
2152784478 2000 0.995726 -0.319614 179.289124 1.508162 1.502938 1.512604 1.525326
2152786478 2000 0.948136 -0.339403 179.278732 1.387739 1.363605 1.674992 1.622693
2152788478 2000 0.898112 -0.373830 179.275620 1.510457 1.493326 1.539121 1.506126
2152790478 2000 1.045271 -0.363036 179.279922 1.608946 1.577763 1.410975 1.451345
2152792478 2000 0.919875 -0.293384 179.277405 1.495624 1.454500 1.523444 1.575461
2152794478 2000 1.017492 -0.299805 179.277191 1.518396 1.500020 1.507119 1.523493
2152796478 2000 0.998925 -0.322947 179.273087 1.524109 1.494308 1.508692 1.521920
2152798478 2000 0.957889 -0.258244 179.270432 1.490337 1.457348 1.503759 1.597585
2152800478 2000 1.102234 -0.273913 179.271362 1.528912 1.495603 1.476086 1.548428
2152802478 2000 1.000134 -0.342400 179.260757 1.414769 1.373160 1.650320 1.610780
2152804478 2000 1.063760 -0.328777 179.259888 1.515607 1.486956 1.534849 1.511616
2152806478 2000 1.034692 -0.285287 179.262680 1.572508 1.548347 1.448615 1.479558
2152808478 2000 0.974512 -0.228499 179.258163 1.461673 1.445769 1.557921 1.583666
2152810478 2000 0.962739 -0.323721 179.256714 1.488318 1.534977 1.532768 1.492966
2152812478 2000 0.874256 -0.380472 179.256439 1.547307 1.589403 1.471934 1.440385
2152814478 2000 0.943659 -0.301421 179.256561 1.488444 1.527534 1.505339 1.527712
2152816478 2000 0.851429 -0.298574 179.251053 1.386937 1.452211 1.609983 1.599898
2152818478 2000 0.803658 -0.368932 179.244186 1.422718 1.483504 1.628008 1.514799
2152820478 2000 0.835972 -0.465784 179.242554 1.492063 1.534890 1.569263 1.452812
2152822478 2000 0.727089 -0.391993 179.241409 1.449634 1.501709 1.554114 1.543572
2152824478 2000 0.822313 -0.331875 179.236542 1.417471 1.458263 1.598891 1.574404
2152826478 2000 0.729550 -0.337041 179.235031 1.498608 1.540540 1.520441 1.489440
2152828478 2000 0.713636 -0.411518 179.237061 1.571364 1.600711 1.456370 1.420583
2152830478 2000 0.809169 -0.486133 179.237030 1.533267 1.536369 1.499442 1.479951
2152832478 2000 0.658753 -0.455945 179.232422 1.435795 1.457012 1.604996 1.551226
2152834478 2000 0.755048 -0.383477 179.234238 1.548076 1.567901 1.487747 1.445305
2152836478 2000 0.737274 -0.349101 179.233719 1.514815 1.504821 1.519757 1.509636
2152838478 2000 0.661888 -0.441845 179.226013 1.390959 1.405506 1.639577 1.612986
2152840478 2000 0.742292 -0.526895 179.222290 1.465165 1.484959 1.567773 1.531132
2152842478 2000 0.662369 -0.408413 179.219711 1.481304 1.473698 1.528832 1.565195
2152844478 2000 0.698150 -0.325275 179.221680 1.515722 1.531963 1.477391 1.523953
2152846478 2000 0.705243 -0.324040 179.217514 1.455488 1.461709 1.555879 1.575952
2152848478 2000 0.597382 -0.398570 179.212692 1.476503 1.496792 1.521291 1.554443
2152850478 2000 0.704126 -0.373828 179.221207 1.649379 1.658063 1.310054 1.431534
2152852478 2000 0.650201 -0.251760 179.217682 1.463456 1.462278 1.498252 1.625042
2152854478 2000 0.609431 -0.243093 179.209045 1.352051 1.381901 1.601575 1.668961
2152856478 2000 0.681958 -0.317902 179.209427 1.542330 1.545280 1.455913 1.460966
2152858478 2000 0.569691 -0.333562 179.206863 1.484791 1.490624 1.488619 1.540455
2152860478 2000 0.703071 -0.346718 179.203201 1.414566 1.408410 1.580129 1.601383
2152862478 2000 0.706064 -0.229418 179.193405 1.375965 1.347010 1.630864 1.650649
2152864478 2000 0.683311 -0.201717 179.191849 1.536163 1.500227 1.466266 1.501832
2152866478 2000 0.787916 -0.223264 179.198608 1.627859 1.578044 1.360421 1.438165
2152868478 2000 0.700560 -0.283268 179.189499 1.422649 1.363742 1.588515 1.629583
2152870478 2000 0.666012 -0.285356 179.186829 1.477306 1.485914 1.495694 1.545574
2152872478 2000 0.733906 -0.200452 179.190689 1.610138 1.592106 1.388291 1.413953
2152874478 2000 0.706278 -0.171794 179.190125 1.508416 1.492609 1.488232 1.515232
2152876478 2000 0.729569 -0.250105 179.190216 1.476417 1.492901 1.527575 1.507596
2152878478 2000 0.632112 -0.332030 179.179886 1.394641 1.416139 1.616431 1.577276
2152880478 2000 0.639406 -0.246499 179.180191 1.506706 1.511392 1.476870 1.509521
2152882478 2000 0.696170 -0.156601 179.184296 1.530984 1.539553 1.447754 1.486198
2152884478 2000 0.656490 -0.155250 179.174393 1.352766 1.366552 1.634273 1.650898
2152886478 2000 0.660619 -0.224141 179.174194 1.485381 1.506788 1.472498 1.495281
2152888478 2000 0.582835 -0.260897 179.172775 1.515146 1.529462 1.428579 1.486761
2152890478 2000 0.674571 -0.196552 179.169632 1.450177 1.429797 1.518727 1.561247
2152892478 2000 0.746350 -0.186678 179.168335 1.468783 1.441678 1.535394 1.514092
2152894478 2000 0.714929 -0.170127 179.164047 1.487352 1.457256 1.512076 1.503264
2152896478 2000 0.788480 -0.156112 179.168259 1.580873 1.522272 1.399505 1.457298
2152898478 2000 0.691356 -0.166214 179.160477 1.407618 1.357722 1.557847 1.636761
2152900478 2000 0.704984 -0.288833 179.152817 1.406380 1.387590 1.575004 1.501894
2152902478 2000 0.723352 -0.295037 179.154572 1.505547 1.507936 1.471741 1.385644
2152904478 2000 0.648692 -0.231011 179.152740 1.441039 1.461468 1.507599 1.460762
2152906478 2000 0.713449 -0.242615 179.150131 1.403019 1.426317 1.554548 1.486983
2152908478 2000 0.627267 -0.278982 179.144867 1.425509 1.445291 1.544686 1.455382
2152910478 2000 0.533089 -0.359249 179.142212 1.428318 1.492163 1.481438 1.424409
2152912478 2000 0.621059 -0.286588 179.145401 1.473776 1.508899 1.418068 1.425584
2152914478 2000 0.491639 -0.289225 179.136780 1.312178 1.370498 1.594760 1.548892
2152916478 2000 0.564789 -0.374791 179.131958 1.384954 1.439185 1.554469 1.447719
2152918478 2000 0.540889 -0.389267 179.131805 1.470463 1.500018 1.472687 1.383160
2152920478 2000 0.420126 -0.371882 179.127823 1.382225 1.423622 1.515770 1.504711
2152922478 2000 0.574485 -0.379900 179.123291 1.377982 1.391279 1.566415 1.490651
2152924478 2000 0.480953 -0.389631 179.119019 1.437132 1.437007 1.516911 1.435277
2152926478 2000 0.524443 -0.410197 179.123581 1.542394 1.553697 1.380141 1.350095
2152928478 2000 0.650196 -0.338974 179.119598 1.419295 1.369478 1.498809 1.538745
2152930478 2000 0.479808 -0.355439 179.110748 1.361567 1.333304 1.559464 1.571992
2152932478 2000 0.596005 -0.448265 179.116226 1.583175 1.569013 1.365658 1.308481
2152934478 2000 0.592011 -0.416848 179.112289 1.445575 1.395637 1.504373 1.480742
2152936478 2000 0.499287 -0.387893 179.106186 1.332504 1.337977 1.569641 1.586205
2152938478 2000 0.645643 -0.350493 179.110840 1.551991 1.547758 1.368162 1.358416
2152940478 2000 0.562609 -0.317234 179.108871 1.487949 1.449604 1.429038 1.459735
2152942478 2000 0.518819 -0.399499 179.107498 1.391550 1.417637 1.467550 1.505050
2152944478 2000 0.580338 -0.454917 179.104095 1.431790 1.431055 1.476010 1.442932
2152946478 2000 0.437551 -0.377489 179.103760 1.452771 1.473488 1.424139 1.431388
2152948478 2000 0.554619 -0.433922 179.106079 1.452987 1.484248 1.456750 1.387802
2152950478 2000 0.527822 -0.470475 179.098740 1.354345 1.363378 1.594797 1.469268
2152952478 2000 0.460734 -0.485724 179.095261 1.388985 1.408007 1.528509 1.456287
2152954478 2000 0.565148 -0.417239 179.100082 1.525525 1.526344 1.350824 1.379093
2152956478 2000 0.474186 -0.387864 179.093948 1.370192 1.351189 1.534996 1.525410
2152958478 2000 0.443960 -0.502970 179.091400 1.387534 1.427750 1.512666 1.453837
2152960478 2000 0.495275 -0.475139 179.092621 1.495486 1.503944 1.394561 1.387796
2152962478 2000 0.435726 -0.400030 179.091599 1.438770 1.444806 1.415594 1.482617
2152964478 2000 0.430597 -0.505166 179.091415 1.410129 1.460033 1.492802 1.418824
2152966478 2000 0.454721 -0.601500 179.091263 1.488145 1.491773 1.489171 1.312698
2152968478 2000 0.434856 -0.551180 179.087936 1.401704 1.401385 1.510912 1.467786
2152970478 2000 0.473974 -0.581443 179.084152 1.386656 1.390823 1.547258 1.457049
2152972478 2000 0.454316 -0.680831 179.080795 1.425024 1.413431 1.587564 1.355769
2152974478 2000 0.480727 -0.659374 179.079819 1.440611 1.416137 1.527566 1.397474
2152976478 2000 0.485308 -0.654004 179.075058 1.379408 1.362704 1.544149 1.495525
2152978478 2000 0.540950 -0.672568 179.070587 1.427715 1.380251 1.538962 1.434858
2152980478 2000 0.630474 -0.636176 179.075150 1.562025 1.493502 1.388156 1.338103
2152982478 2000 0.633662 -0.602274 179.075150 1.491611 1.413916 1.409502 1.466758
2152984478 2000 0.663918 -0.587208 179.070251 1.421800 1.342264 1.482640 1.535083
2152986478 2000 0.652079 -0.695345 179.072449 1.559921 1.487070 1.387661 1.347135
2152988478 2000 0.589182 -0.725499 179.073380 1.499314 1.474506 1.429185 1.378782
2152990478 2000 0.571434 -0.764877 179.064423 1.295455 1.313732 1.642205 1.530396
2152992478 2000 0.580595 -0.844709 179.062286 1.420476 1.436271 1.564717 1.360323
2152994478 2000 0.624279 -0.855516 179.064468 1.501429 1.511415 1.497126 1.271816
2152996478 2000 0.690182 -0.753564 179.056625 1.311820 1.290049 1.617560 1.562358
2152998478 2000 0.707218 -0.803471 179.056396 1.470576 1.416659 1.483278 1.411274
2153000478 2000 0.753520 -0.812761 179.059265 1.576301 1.496300 1.378653 1.330533
2153002478 2000 0.799204 -0.738832 179.053757 1.409444 1.314376 1.490800 1.567166
2153004478 2000 0.767136 -0.636480 179.056671 1.488647 1.424198 1.350002 1.518940
2153006478 2000 0.739931 -0.645172 179.058182 1.533914 1.506979 1.330323 1.410571
2153008478 2000 0.705113 -0.740082 179.050507 1.356906 1.351060 1.515737 1.558083
2153010478 2000 0.619369 -0.673572 179.046555 1.336776 1.384605 1.478046 1.582360
2153012478 2000 0.593451 -0.553673 179.046692 1.416680 1.493407 1.341836 1.485324
2153014478 2000 0.584109 -0.615065 179.043106 1.354106 1.421835 1.475021 1.486285
2153016478 2000 0.506315 -0.644075 179.035049 1.267380 1.356121 1.559659 1.554086
2153018478 2000 0.543018 -0.563031 179.034897 1.426990 1.486755 1.343345 1.480156
2153020478 2000 0.530906 -0.457606 179.035370 1.439827 1.470259 1.328555 1.498605
2153022478 2000 0.444483 -0.511194 179.029251 1.329124 1.384621 1.496657 1.526844
2153024478 2000 0.517041 -0.473584 179.025848 1.386721 1.408732 1.415826 1.525967
2153026478 2000 0.519088 -0.365078 179.030441 1.536846 1.526899 1.225589 1.447912
2153028478 2000 0.423354 -0.387801 179.024704 1.336100 1.380084 1.441104 1.579958
2153030478 2000 0.471578 -0.477110 179.015488 1.304506 1.323873 1.563794 1.545073
2153032478 2000 0.456398 -0.354225 179.017136 1.482094 1.473114 1.328561 1.453477
2153034478 2000 0.346934 -0.323212 179.017136 1.418313 1.483237 1.357720 1.477977
2153036478 2000 0.365695 -0.413319 179.006332 1.238824 1.296873 1.620993 1.580557
2153038478 2000 0.384289 -0.339133 179.006851 1.459953 1.472085 1.383317 1.421891
2153040478 2000 0.345676 -0.278738 179.009033 1.480198 1.527450 1.285027 1.444571
2153042478 2000 0.383576 -0.213945 179.001740 1.308077 1.333717 1.490543 1.604909
2153044478 2000 0.300981 -0.262364 178.996780 1.362428 1.378146 1.473410 1.523262
2153046478 2000 0.322893 -0.342077 178.997482 1.496095 1.510333 1.337123 1.393695
2153048478 2000 0.329009 -0.259696 178.990601 1.320460 1.339627 1.506192 1.570967
2153050478 2000 0.226707 -0.327029 178.985825 1.339528 1.385193 1.525640 1.486886
2153052478 2000 0.280664 -0.416503 178.982147 1.405205 1.443906 1.526047 1.362088
2153054478 2000 0.346314 -0.368942 178.977341 1.396768 1.375514 1.525594 1.439370
2153056478 2000 0.310271 -0.319856 178.975098 1.389875 1.392163 1.468706 1.486502
2153058478 2000 0.405371 -0.357408 178.971741 1.443513 1.409256 1.481690 1.402787
2153060478 2000 0.430150 -0.263627 178.968002 1.437347 1.352008 1.448014 1.499878
2153062478 2000 0.427040 -0.227944 178.968735 1.489942 1.427461 1.333570 1.486273
2153064478 2000 0.497293 -0.165898 178.968002 1.477190 1.412165 1.341180 1.506712
2153066478 2000 0.381516 -0.138240 178.962585 1.385665 1.353690 1.424475 1.573417
2153068478 2000 0.240417 -0.163446 178.961700 1.409061 1.472977 1.348447 1.506762
2153070478 2000 0.204429 -0.100880 178.960922 1.400996 1.489578 1.356039 1.490633
2153072478 2000 0.080387 -0.111455 178.956451 1.301800 1.439994 1.449039 1.546414
2153074478 2000 -0.004018 -0.204670 178.953537 1.299714 1.500616 1.482807 1.454109
2153076478 2000 -0.033360 -0.282798 178.952301 1.361977 1.528598 1.480781 1.365891
2153078478 2000 -0.113035 -0.199921 178.950912 1.348863 1.491711 1.461719 1.434953
2153080478 2000 -0.101601 -0.268361 178.944748 1.285843 1.409609 1.587367 1.454427
2153082478 2000 -0.063520 -0.272544 178.940369 1.362971 1.421506 1.540340 1.412429
2153084478 2000 -0.040239 -0.198496 178.943176 1.485234 1.500462 1.372085 1.379465
2153086478 2000 -0.001129 -0.203773 178.937271 1.361315 1.348772 1.480802 1.546358
2153088478 2000 0.031622 -0.222417 178.929749 1.360793 1.302952 1.544768 1.528733
2153090478 2000 0.034812 -0.138838 178.934341 1.562819 1.508243 1.279467 1.386718
2153092478 2000 0.060966 -0.133234 178.933945 1.478247 1.428181 1.357813 1.473006
2153094478 2000 0.004718 -0.128844 178.922699 1.265109 1.247417 1.582583 1.642137
2153096478 2000 -0.082856 -0.165520 178.926010 1.498481 1.532338 1.336364 1.370064
2153098478 2000 -0.068409 -0.132334 178.929108 1.500990 1.542024 1.309202 1.385031
2153100478 2000 -0.129714 -0.154510 178.916122 1.186564 1.254010 1.652946 1.643726
2153102478 2000 -0.260566 -0.199721 178.914169 1.341704 1.473261 1.486529 1.435753
2153104478 2000 -0.209580 -0.165427 178.921265 1.556088 1.644242 1.281542 1.255374
2153106478 2000 -0.292776 -0.130521 178.912186 1.243133 1.330368 1.565975 1.597771
2153108478 2000 -0.388777 -0.206564 178.908295 1.290685 1.423060 1.540305 1.483196
2153110478 2000 -0.443318 -0.278892 178.917068 1.558838 1.689054 1.294016 1.195339
2153112478 2000 -0.507336 -0.164280 178.908905 1.285299 1.389422 1.515527 1.546999
2153114478 2000 -0.550964 -0.273267 178.898865 1.166767 1.309173 1.673319 1.587987
2153116478 2000 -0.588050 -0.320551 178.905151 1.505071 1.629406 1.377400 1.225370
2153118478 2000 -0.563891 -0.273270 178.896667 1.297516 1.373546 1.559305 1.506879
2153120478 2000 -0.574362 -0.370756 178.883392 1.156277 1.214785 1.720344 1.645841
2153122478 2000 -0.533833 -0.320796 178.882385 1.456047 1.472332 1.467046 1.341821
2153124478 2000 -0.488664 -0.273901 178.885468 1.552081 1.532396 1.326177 1.326593
2153126478 2000 -0.492954 -0.337534 178.880981 1.351301 1.318542 1.540670 1.526734
2153128478 2000 -0.474589 -0.251532 178.878632 1.467306 1.436683 1.407248 1.426009
2153130478 2000 -0.431176 -0.143062 178.884537 1.633788 1.581177 1.168293 1.353988
2153132478 2000 -0.489643 -0.143652 178.884155 1.442354 1.429927 1.359861 1.505103
2153134478 2000 -0.529494 -0.164334 178.873169 1.240394 1.262375 1.571855 1.662622
2153136478 2000 -0.618080 -0.252280 178.876556 1.471262 1.527849 1.334289 1.403846
2153138478 2000 -0.694446 -0.191283 178.874512 1.377543 1.472787 1.418071 1.468845
2153140478 2000 -0.705596 -0.125980 178.862656 1.176330 1.293512 1.624930 1.642474
2153142478 2000 -0.709394 -0.211844 178.862915 1.381147 1.476501 1.465995 1.413603
2153144478 2000 -0.681624 -0.174016 178.866638 1.521029 1.589058 1.315994 1.311166
2153146478 2000 -0.632395 -0.065653 178.863434 1.386642 1.399054 1.398582 1.552969
2153148478 2000 -0.674531 -0.134853 178.863922 1.443887 1.443029 1.400743 1.449588
2153150478 2000 -0.653495 -0.059505 178.866333 1.547380 1.533439 1.299020 1.357408
2153152478 2000 -0.631115 0.065080 178.865494 1.459434 1.434799 1.306887 1.536126
2153154478 2000 -0.773490 0.042656 178.862717 1.353351 1.398199 1.402554 1.583143
2153156478 2000 -0.751637 0.007697 178.857376 1.329691 1.385273 1.478525 1.543756
2153158478 2000 -0.770797 0.024649 178.855179 1.386019 1.432604 1.392066 1.526558
2153160478 2000 -0.842545 0.089069 178.851654 1.342103 1.426521 1.420792 1.547831
2153162478 2000 -0.815865 0.056625 178.845795 1.294315 1.376747 1.532709 1.533476
2153164478 2000 -0.847421 -0.056376 178.848450 1.451076 1.489498 1.435314 1.361359
2153166478 2000 -0.836781 -0.004313 178.849884 1.478154 1.520957 1.370715 1.367420
2153168478 2000 -0.728711 0.028159 178.845215 1.373493 1.364324 1.472560 1.482330
2153170478 2000 -0.757720 -0.117453 178.844269 1.416041 1.390068 1.523883 1.362714
2153172478 2000 -0.678193 -0.079508 178.842636 1.466032 1.418126 1.456324 1.352225
2153174478 2000 -0.616430 -0.015536 178.837158 1.390491 1.304642 1.479407 1.518166
2153176478 2000 -0.640772 -0.113386 178.836487 1.430324 1.358712 1.493400 1.410270
2153178478 2000 -0.549944 -0.178846 178.832504 1.410866 1.345243 1.549691 1.386906
2153180478 2000 -0.573031 -0.105243 178.826447 1.392422 1.324663 1.480781 1.494841
2153182478 2000 -0.669899 -0.114189 178.825577 1.418243 1.422012 1.438042 1.414409
2153184478 2000 -0.645586 -0.214222 178.823303 1.388923 1.407430 1.526595 1.369758
2153186478 2000 -0.688561 -0.308873 178.819336 1.345956 1.372348 1.565286 1.409115
2153188478 2000 -0.737177 -0.275185 178.818253 1.400141 1.482798 1.442973 1.366794
2153190478 2000 -0.691187 -0.316178 178.816833 1.397112 1.451680 1.506295 1.337619
2153192478 2000 -0.733485 -0.445439 178.813080 1.324728 1.357892 1.616531 1.349016
2153194478 2000 -0.735068 -0.394533 178.810562 1.384174 1.427714 1.491012 1.345266
2153196478 2000 -0.649991 -0.395001 178.807434 1.397404 1.388874 1.466149 1.395739
2153198478 2000 -0.688697 -0.514657 178.806412 1.390046 1.377939 1.537830 1.342350
2153200478 2000 -0.609831 -0.521989 178.805740 1.427503 1.401458 1.493952 1.325253
2153202478 2000 -0.511761 -0.463423 178.799576 1.399359 1.316188 1.474943 1.457676
2153204478 2000 -0.514523 -0.529506 178.801880 1.491791 1.409121 1.429717 1.317536
2153206478 2000 -0.462136 -0.563337 178.802368 1.470271 1.400153 1.458645 1.319096
2153208478 2000 -0.478154 -0.486242 178.791504 1.313143 1.234111 1.540759 1.560153
2153210478 2000 -0.478865 -0.487787 178.792389 1.455760 1.408567 1.379924 1.403915
2153212478 2000 -0.447434 -0.531858 178.796738 1.514540 1.493689 1.349469 1.290468
2153214478 2000 -0.524620 -0.445195 178.783569 1.215732 1.225424 1.571041 1.635969
2153216478 2000 -0.581447 -0.355514 178.778687 1.327141 1.381088 1.387203 1.552733
2153218478 2000 -0.545964 -0.336230 178.785812 1.558350 1.591343 1.189404 1.309070
2153220478 2000 -0.618332 -0.383120 178.777649 1.250363 1.312744 1.501303 1.583755
2153222478 2000 -0.653095 -0.317977 178.771439 1.268657 1.357864 1.425259 1.596385
2153224478 2000 -0.700102 -0.270495 178.775040 1.499458 1.577064 1.215457 1.356187
2153226478 2000 -0.783225 -0.305900 178.770752 1.320002 1.408959 1.439626 1.479578
2153228478 2000 -0.813810 -0.326946 178.762741 1.195659 1.311351 1.566944 1.574211
2153230478 2000 -0.868215 -0.251461 178.763489 1.430076 1.539129 1.286143 1.392818
2153232478 2000 -0.933147 -0.288786 178.758011 1.290790 1.412561 1.460430 1.484384
2153234478 2000 -0.861133 -0.292112 178.754105 1.285525 1.358970 1.487944 1.471186
2153236478 2000 -0.812302 -0.280865 178.750412 1.365208 1.385385 1.416123 1.436909
2153238478 2000 -0.784106 -0.283152 178.746552 1.389909 1.386294 1.395837 1.431585
2153240478 2000 -0.687849 -0.273637 178.747192 1.437596 1.372754 1.405057 1.388219
2153242478 2000 -0.637769 -0.291435 178.742615 1.419384 1.308038 1.438888 1.437315
2153244478 2000 -0.534012 -0.279377 178.735840 1.387227 1.262147 1.471639 1.482613
2153246478 2000 -0.456436 -0.312095 178.737122 1.503729 1.366376 1.379186 1.354334
2153248478 2000 -0.421590 -0.368410 178.731918 1.410111 1.269751 1.496483 1.427281
2153250478 2000 -0.281723 -0.361667 178.723557 1.356727 1.197525 1.560329 1.489044
