#時刻 刻み幅 roll pitch yaw gx gy gz ax ay az mx my mz R L F B
1279284544 2001 1.179089 17.281740 -176.802643 -1.219512 -0.609756 -0.182927 -0.278809 -2.222168 2.412598 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279286545 2001 1.175589 17.202911 -176.808762 4.329268 -1.524390 -1.524390 0.005859 -1.922851 2.805664 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279288545 2000 1.124604 17.230852 -176.809662 2.621951 0.731707 -0.731707 0.517578 0.502441 0.898438 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279290546 2001 1.122744 17.355747 -176.809128 4.939024 -0.792683 -0.426829 0.012695 2.233398 -0.553223 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279292547 2001 1.127400 17.469284 -176.806549 -0.548781 0.853659 0.121951 -0.038086 1.460449 -0.628418 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279294548 2001 1.172225 17.396999 -176.804794 -1.097561 3.170732 0.914634 -0.392090 -0.434570 0.922363 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279296549 2001 1.172300 17.302622 -176.808914 -1.646342 -1.402439 -0.487805 -0.111816 -2.115723 2.760742 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279298550 2001 1.173361 17.222319 -176.813019 0.304878 -1.341463 -0.609756 -0.147949 -1.750488 3.107422 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279300551 2001 1.120920 17.305628 -176.815170 7.012195 -0.731707 -1.402439 0.405762 0.700195 0.422363 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279302552 2001 1.116936 17.425671 -176.813156 3.231707 2.073171 -0.548781 0.231445 2.676270 -1.318848 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279304552 2000 1.117063 17.544491 -176.810242 2.073171 2.987805 -0.365854 0.085449 1.479004 -0.574707 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279306553 2001 1.148034 17.454920 -176.810272 -3.170732 2.134146 0.426829 -0.534180 -1.127930 1.735840 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279308554 2001 1.159600 17.362331 -176.814224 1.097561 1.097561 -1.158537 -0.383301 -2.902832 3.327637 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279310555 2001 1.155114 17.288361 -176.818771 3.658537 -1.524390 -0.792683 0.018066 -1.599609 2.813965 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279312556 2001 1.106768 17.398479 -176.819489 5.121951 -3.048780 -0.243902 0.640625 1.600098 0.111328 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279314557 2001 1.105058 17.513546 -176.815826 0.548781 3.109756 0.000000 0.262695 3.312012 -1.578613 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279316558 2001 1.121856 17.622700 -176.811584 -1.585366 2.926829 0.365854 -0.143555 1.300781 -0.742676 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279318558 2000 1.134637 17.518950 -176.812546 -1.585366 0.000000 0.792683 -0.310547 -1.848633 1.666504 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279320559 2001 1.132789 17.423313 -176.817612 -0.548781 -1.585366 -0.914634 -0.074219 -3.283691 3.846680 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279322560 2001 1.139780 17.357618 -176.823288 4.756098 0.060976 -1.951220 -0.241211 -1.619141 3.426270 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279324561 2001 1.125791 17.484753 -176.824478 6.707317 -1.707317 -1.036585 0.217285 2.157715 -0.369629 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279326561 2000 1.117028 17.605173 -176.822098 4.634146 0.243902 0.243902 0.421875 4.110352 -2.590332 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279328562 2001 1.108508 17.713284 -176.819931 -2.439024 -2.439024 0.975610 0.052246 1.340820 -0.732910 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279330563 2001 1.115054 17.603098 -176.822922 -4.756098 -1.646342 0.243902 -0.356934 -2.789062 2.584473 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279332564 2001 1.124295 17.509033 -176.826416 -0.121951 0.548781 -0.792683 -0.480469 -4.001953 4.744141 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279334565 2001 1.124263 17.450880 -176.830719 6.829268 1.219512 -1.646342 0.050293 -1.225586 2.912109 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279336566 2001 1.103713 17.576963 -176.831818 5.853659 -4.451220 -0.121951 0.356934 3.089844 -1.030273 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279338566 2000 1.096149 17.687904 -176.827957 0.060976 -0.487805 1.280488 0.298828 4.275879 -2.805664 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279340567 2001 1.122506 17.793568 -176.821625 -3.902439 4.024390 1.097561 -0.165527 0.902344 -0.357422 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279342568 2001 1.130430 17.691233 -176.824753 -1.646342 1.341463 -0.792683 -0.239258 -3.334961 3.331055 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279344569 2001 1.133062 17.595846 -176.829590 -0.060976 0.121951 -1.341463 -0.145020 -4.165039 4.782715 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279346570 2001 1.111083 17.540850 -176.835617 5.548781 -3.170732 -1.219512 0.275391 -0.682617 1.939453 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279348571 2001 1.115510 17.667110 -176.832520 5.609756 1.341463 0.243902 -0.055176 3.436523 -1.395020 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
1279350572 2001 1.119873 17.783688 -176.827408 2.560976 2.987805 0.792683 0.067383 4.055176 -2.617676 0.000000 0.000000 0.000000 2.000000 2.000000 2.000000 2.000000
